InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1        750       2108        491          3
     R-2        L-4        682       2055        453          4
     R-3        L-1       1059       2306        248          4
     R-4        L-3       1972       3085        201          2
     R-5        L-1        618       1042        362          1
     R-6        L-2       2417       3401        204          4
     R-7        L-4        318       1242        470          4
     R-8        L-2       2464       3490        319          2
     R-9        L-4       2082       2474        348          5
    R-10        L-1        609       1511        295          3
    R-11        L-2       2251       3706        416          3
    R-12        L-4       1363       2859        500          5
    R-13        L-2       1811       3011        217          4
    R-14        L-5       1897       2936        288          3
    R-15        L-1        554       2019        424          2
    R-16        L-4       2333       3492        401          1
    R-17        L-5       2122       2975        222          5
    R-18        L-5       1812       2444        287          2
    R-19        L-5        250       1657        302          2
    R-20        L-5       1856       3023        463          3
    R-21        L-5       2080       3539        337          1
    R-22        L-5       1771       2497        462          5
    R-23        L-4       1041       1573        418          3
    R-24        L-4       2470       3805        302          4
    R-25        L-1       1661       2781        412          5
    R-26        L-5       2412       3719        369          1
    R-27        L-5       1140       2557        290          2
    R-28        L-3        575       1873        482          1
    R-29        L-4        488        764        242          1
    R-30        L-1       1351       2228        327          5
    R-31        L-1        956       1926        376          2
    R-32        L-2        853       2263        330          3
    R-33        L-4       1406       2497        432          4
    R-34        L-4        667       1517        212          3
    R-35        L-1       1924       2749        296          3
    R-36        L-1       2289       3480        307          2
    R-37        L-1        273        975        403          2
    R-38        L-5       2025       3357        459          2
    R-39        L-5       2315       3202        430          1
    R-40        L-3       1817       3133        494          4
    R-41        L-2        440       1049        352          1
    R-42        L-3       1454       1846        236          3
    R-43        L-2        848       1777        413          1
    R-44        L-2       2496       3924        219          5
    R-45        L-1       2087       3416        287          4
    R-46        L-2       1020       1599        377          5
    R-47        L-1       1973       3280        299          4
    R-48        L-1       1412       2893        458          3
    R-49        L-2       1847       2228        344          2
    R-50        L-2       1542       2831        488          3
    R-51        L-1       1958       2812        309          4
    R-52        L-4       2443       3913        376          5
    R-53        L-1       1161       1476        233          2
    R-54        L-2        895       2282        285          3
    R-55        L-3       1560       2541        459          3
    R-56        L-2       1593       2447        258          5
    R-57        L-5       2202       3658        269          1
    R-58        L-1       1513       2565        220          4
    R-59        L-1        803       1765        264          5
    R-60        L-5       1748       3155        239          2
    R-61        L-3        534       1617        336          5
    R-62        L-3       2388       3583        258          1
    R-63        L-5        387        763        351          1
    R-64        L-1        575       1221        411          2
    R-65        L-2       1181       2112        500          1
    R-66        L-2       2046       2825        285          1
    R-67        L-5       1982       2977        393          3
    R-68        L-2       2153       2719        361          3
    R-69        L-3        362        596        213          5
    R-70        L-3       1511       2742        430          4
    R-71        L-5        457       1338        232          4
    R-72        L-5        656       1424        328          5
    R-73        L-2       2120       3032        382          5
    R-74        L-2       1051       1815        357          3
    R-75        L-4        533       1059        343          1
    R-76        L-3       1588       2703        316          1
    R-77        L-5       1540       2483        295          3
    R-78        L-5       1206       1783        371          5
    R-79        L-1        577       1352        325          2
    R-80        L-5       1845       2630        237          1
    R-81        L-3        507        738        211          3
    R-82        L-1       2220       2975        440          5
    R-83        L-2       1543       2824        239          2
    R-84        L-3        812       1738        272          1
    R-85        L-2       2306       2914        350          2
    R-86        L-5       2434       3297        216          5
    R-87        L-4       1041       1944        291          5
    R-88        L-3        846       1576        224          1
    R-89        L-5       2029       2961        420          4
    R-90        L-4       2403       2857        432          3
    R-91        L-1        902       2228        332          4
    R-92        L-5        277       1234        231          2
    R-93        L-3        712       1512        270          4
    R-94        L-2       1842       2312        288          4
    R-95        L-3        230       1602        290          5
    R-96        L-3       1995       2798        315          4
    R-97        L-3       2161       3320        315          5
    R-98        L-1       1327       1737        312          5
    R-99        L-2       1710       3038        281          3
   R-100        L-3       1423       2907        353          2
