InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        942       2123        262          2
     R-2        L-2       1010       2471        450          4
     R-3        L-2       1410       2385        434          3
     R-4        L-2        683       2118        366          2
     R-5        L-3        892       1623        321          5
     R-6        L-2       2279       3593        303          3
     R-7        L-4       1285       2189        203          2
     R-8        L-5       1862       3045        475          5
     R-9        L-5       2357       3248        339          3
    R-10        L-4       2460       3294        258          5
    R-11        L-2       2251       3540        274          2
    R-12        L-4       1047       1739        423          5
    R-13        L-2       2167       2763        493          5
    R-14        L-5       1262       2430        473          4
    R-15        L-4        563       1316        451          2
    R-16        L-1       2204       2955        240          5
    R-17        L-5       1643       2752        304          5
    R-18        L-1       2357       2832        203          4
    R-19        L-4       1839       2617        407          4
    R-20        L-3        729       1879        338          2
    R-21        L-2       1574       2564        373          4
    R-22        L-4       2416       3795        209          2
    R-23        L-5        866       1295        418          5
    R-24        L-1       2488       3129        434          5
    R-25        L-4       1254       2497        416          5
    R-26        L-2       2487       3778        441          2
    R-27        L-3        905       1949        290          4
    R-28        L-5        439       1407        247          2
    R-29        L-3       2345       3054        277          1
    R-30        L-2        868       2076        493          2
    R-31        L-3       1429       2885        254          1
    R-32        L-5       1664       2213        368          3
    R-33        L-4       1623       2722        287          5
    R-34        L-3       1876       2365        467          4
    R-35        L-4        387       1138        489          3
    R-36        L-2        567       1458        310          3
    R-37        L-1        758       1365        424          3
    R-38        L-4       1265       2544        485          5
    R-39        L-4        560       1027        312          3
    R-40        L-3        864       1562        247          5
    R-41        L-4       2211       3461        471          3
    R-42        L-2       2065       3317        210          2
    R-43        L-3        271       1326        242          1
    R-44        L-2        252       1032        343          5
    R-45        L-2        773       1170        360          2
    R-46        L-5       2028       2404        341          4
    R-47        L-4       2296       3130        285          2
