InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3       1777       2274        415          5
     R-2        L-4       2190       3218        407          3
     R-3        L-3       1094       1837        458          2
     R-4        L-5        588       2006        328          2
     R-5        L-3       1470       1871        250          4
     R-6        L-4       2492       3467        251          3
     R-7        L-4       1037       2007        482          5
     R-8        L-1       1266       2620        231          1
     R-9        L-4       1833       3286        200          3
    R-10        L-2       1199       1693        366          5
    R-11        L-5       1108       1721        322          4
    R-12        L-5        573       1469        241          4
    R-13        L-3        646       2128        354          1
    R-14        L-2       2442       3918        370          5
    R-15        L-4       2441       3235        500          1
    R-16        L-3       1776       2633        362          2
    R-17        L-5        975       1337        295          3
    R-18        L-2       2151       2569        235          2
    R-19        L-4        358       1706        241          5
    R-20        L-2       1328       2277        467          5
    R-21        L-4       1917       2694        496          4
    R-22        L-5       1663       2569        242          1
    R-23        L-3       2192       3337        500          2
    R-24        L-1       1195       1958        208          2
    R-25        L-4       1723       2691        287          1
    R-26        L-1        612       1334        274          5
    R-27        L-1       2388       2679        237          2
    R-28        L-3        690       1277        400          1
    R-29        L-2        349        958        211          1
    R-30        L-1       2162       2594        307          5
    R-31        L-1       1943       2726        251          2
    R-32        L-4        494       1565        354          2
    R-33        L-1        450       1863        457          5
    R-34        L-3        613       1421        400          3
    R-35        L-2       2126       2790        491          1
    R-36        L-5        848       1831        282          3
    R-37        L-1        680       1464        426          4
    R-38        L-5       1878       3264        491          3
    R-39        L-2       1662       2573        398          5
    R-40        L-3        250        845        434          1
    R-41        L-2       2429       3048        343          4
    R-42        L-5       1642       2724        347          5
    R-43        L-4        742       1894        358          1
    R-44        L-2        206       1188        298          2
    R-45        L-5       1113       2317        429          4
    R-46        L-1        329       1590        405          2
    R-47        L-2       2024       2786        232          4
    R-48        L-1       2360       2809        449          4
    R-49        L-1       1535       2850        359          4
    R-50        L-1        970       2436        480          2
