InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        431        850        246          2
     R-2        L-5       1462       2224        328          1
     R-3        L-5        848       2073        420          3
     R-4        L-3       2428       3883        427          1
     R-5        L-3        312       1650        386          4
     R-6        L-5       1935       2740        469          2
     R-7        L-2       1167       1533        318          3
     R-8        L-5        911       2224        269          3
     R-9        L-4       2304       2976        486          4
    R-10        L-3       2351       3461        386          4
    R-11        L-5        860       2208        404          2
    R-12        L-5       2207       3569        342          5
    R-13        L-3       1649       3025        432          5
    R-14        L-2       2483       3912        433          3
    R-15        L-3        880       2199        337          3
    R-16        L-5       2265       3282        487          5
    R-17        L-4       1865       2649        359          5
    R-18        L-1       1701       2638        238          2
    R-19        L-1        634       2040        230          3
    R-20        L-2       1128       2451        254          3
    R-21        L-4       1202       1632        307          1
    R-22        L-2        432       1554        385          2
    R-23        L-1        296        773        242          1
    R-24        L-3        367       1341        210          2
    R-25        L-1        843       2208        294          4
    R-26        L-1        376       1012        326          1
    R-27        L-3       1609       2451        257          4
    R-28        L-5        326       1601        357          5
    R-29        L-5        387       1544        335          2
    R-30        L-3       2136       2642        315          1
    R-31        L-5        299        989        429          5
    R-32        L-2       1809       2929        449          3
    R-33        L-1       1261       2454        334          5
    R-34        L-1        775       1522        229          2
    R-35        L-4        860       1343        287          2
    R-36        L-2       2281       3002        216          4
    R-37        L-5        501        993        328          2
    R-38        L-3       1673       2870        331          5
    R-39        L-4        219        568        277          4
    R-40        L-1        856       2160        256          2
    R-41        L-2        617        908        251          2
    R-42        L-5        630        991        311          4
    R-43        L-4       2059       3513        358          2
    R-44        L-5       1060       2353        422          1
    R-45        L-5        409       1898        414          2
    R-46        L-1        584       1778        445          5
    R-47        L-3        685       1665        387          3
    R-48        L-1        278        896        411          3
    R-49        L-1       1012       2144        208          4
    R-50        L-5       2190       3053        437          5
    R-51        L-1        502       1286        202          3
    R-52        L-4       1452       2139        239          2
    R-53        L-4        674       1548        492          4
    R-54        L-1        772       1957        376          3
    R-55        L-5        698       1124        262          3
    R-56        L-1       1801       2324        308          5
    R-57        L-3       2126       3367        222          3
