InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1       1526       2611        277          1
     R-2        L-5       2394       3390        248          1
     R-3        L-1       2278       2663        309          4
     R-4        L-1       1912       2639        235          5
     R-5        L-1       1938       3326        230          2
     R-6        L-4        453       1547        495          1
     R-7        L-2       1105       2468        223          3
     R-8        L-1       1916       3296        273          5
     R-9        L-2       1463       2784        486          1
    R-10        L-5        969       1558        390          1
    R-11        L-5        444       1765        305          4
    R-12        L-3       1486       2852        438          3
    R-13        L-1       1217       2008        292          5
    R-14        L-3       1429       2910        468          4
    R-15        L-5       1379       1857        237          4
    R-16        L-4        875       1561        375          4
    R-17        L-5        360       1741        239          3
    R-18        L-5       1593       2989        379          4
    R-19        L-4        481       1280        247          1
    R-20        L-3        448       1718        358          4
    R-21        L-3       1621       2777        211          2
    R-22        L-2        679       1251        452          3
    R-23        L-4        729       1869        326          4
    R-24        L-4        530       1734        285          5
    R-25        L-5       1338       2489        270          3
    R-26        L-2       1901       3063        383          2
    R-27        L-2        539       1138        290          2
    R-28        L-3        249       1070        448          3
    R-29        L-5        216       1348        274          3
    R-30        L-5       1505       2824        264          1
    R-31        L-4       2070       2957        486          4
    R-32        L-4       1814       3053        253          1
    R-33        L-4        980       1641        234          2
    R-34        L-1        650       1131        374          1
    R-35        L-3        819       1500        474          5
    R-36        L-5        304        965        236          4
    R-37        L-5        808       1848        329          3
    R-38        L-4       2142       2640        262          4
    R-39        L-1       2167       3252        447          2
    R-40        L-4        618       1535        375          2
    R-41        L-5       2314       2945        211          3
    R-42        L-1        800       2214        478          5
    R-43        L-5       1420       2200        246          3
    R-44        L-5        884       1722        382          5
    R-45        L-5       2259       3083        368          2
    R-46        L-2       1180       2049        405          5
    R-47        L-1       2218       2659        382          3
    R-48        L-5       2134       2862        332          3
    R-49        L-1       2031       3155        378          2
    R-50        L-2        618       1896        316          3
