InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1       1055       2327        205          2
     R-2        L-2       1178       1498        208          3
     R-3        L-4       1181       2132        259          3
     R-4        L-3       1349       2288        400          2
     R-5        L-2       1045       2067        381          3
     R-6        L-5       2294       3182        415          4
     R-7        L-4       1919       2530        450          5
     R-8        L-4       1674       2743        424          4
     R-9        L-2        469        958        451          2
    R-10        L-3       2387       2710        288          5
    R-11        L-1       2227       2708        277          4
    R-12        L-5        394       1590        237          3
    R-13        L-2       1844       2776        457          5
    R-14        L-2       2248       2789        381          3
    R-15        L-4       1474       2409        284          4
    R-16        L-3       1576       2153        426          4
    R-17        L-4        782       2049        259          4
    R-18        L-3        263        785        333          1
    R-19        L-3        369        920        430          2
    R-20        L-4       2247       3228        489          1
    R-21        L-1       2249       3451        231          5
    R-22        L-3       2093       3330        318          1
    R-23        L-4        236       1146        228          4
    R-24        L-3       1622       3116        228          5
    R-25        L-1       2025       3507        359          4
    R-26        L-5       1777       2696        207          4
    R-27        L-3       2322       2817        201          2
    R-28        L-3       2243       3382        462          2
    R-29        L-1       1489       2592        451          5
    R-30        L-1       1655       2666        315          2
    R-31        L-4       2270       3704        255          3
    R-32        L-3        727       1299        371          3
    R-33        L-4       2077       3189        480          5
    R-34        L-1        697       1107        401          2
    R-35        L-5       2092       2774        281          5
    R-36        L-4       2452       3571        364          2
    R-37        L-5       2481       3185        466          4
    R-38        L-5        840       2154        373          5
    R-39        L-3       1870       2641        214          2
    R-40        L-1       1318       2082        382          4
    R-41        L-3       1071       1458        250          2
    R-42        L-2        489       1246        427          3
    R-43        L-4        843       1825        228          2
    R-44        L-5       1919       2968        287          2
    R-45        L-4       2253       3521        288          4
    R-46        L-1       2115       3287        287          4
    R-47        L-1       1322       2254        426          4
    R-48        L-1       1561       2314        407          5
    R-49        L-1        215       1561        435          3
    R-50        L-4       2047       3020        437          4
    R-51        L-1       2010       3445        407          2
    R-52        L-3       1482       2894        430          5
    R-53        L-2       2118       2757        466          2
    R-54        L-4        896       1896        482          1
    R-55        L-4       1834       2865        369          3
    R-56        L-1        920       2106        338          3
    R-57        L-5       1098       1770        338          3
    R-58        L-5       1389       2585        277          2
    R-59        L-2        811       1503        446          2
    R-60        L-5       1818       2689        419          3
    R-61        L-4       1869       3133        440          2
    R-62        L-3       1517       2634        395          4
    R-63        L-2       1546       2114        371          4
    R-64        L-1       1124       2608        316          2
    R-65        L-2       2368       3249        356          2
    R-66        L-2       2238       3577        328          2
    R-67        L-5       2189       2907        389          2
    R-68        L-5       2492       3637        472          1
    R-69        L-2        372        828        333          1
    R-70        L-5       1647       2723        401          3
    R-71        L-4       1496       2600        365          5
    R-72        L-5       1761       2938        204          2
    R-73        L-4       1909       2485        233          2
    R-74        L-1        702       1115        231          4
    R-75        L-2       2394       3551        422          2
    R-76        L-2       2395       2957        376          1
    R-77        L-5       1624       2625        467          5
    R-78        L-1        397       1848        425          2
    R-79        L-4        230       1180        499          2
    R-80        L-5        791       2115        286          4
    R-81        L-3       1181       2366        312          4
    R-82        L-2        395       1774        261          4
    R-83        L-3       1360       1943        361          2
    R-84        L-3       2319       3024        206          4
    R-85        L-1        785       1764        403          5
    R-86        L-1       2348       3196        394          4
    R-87        L-2       1627       2278        286          1
    R-88        L-2        618       1722        351          2
    R-89        L-4        740       1538        496          2
    R-90        L-2       2173       2545        327          5
    R-91        L-1        355       1618        391          4
    R-92        L-5       1565       2600        286          1
    R-93        L-3       2086       3307        228          5
    R-94        L-3        880       2034        323          4
    R-95        L-1       1827       2989        387          2
    R-96        L-1       1335       1908        322          1
    R-97        L-3       1090       1925        407          1
    R-98        L-1       1972       2802        383          4
    R-99        L-1       1019       2287        416          5
   R-100        L-1        265        759        203          1
   R-101        L-5       2165       2899        363          4
   R-102        L-1       2090       2615        478          1
   R-103        L-2       1788       2109        278          4
   R-104        L-3       1364       2851        354          3
   R-105        L-2       1714       3185        434          1
   R-106        L-3        814       1940        358          5
   R-107        L-5       2239       3216        418          2
   R-108        L-2       1468       2500        427          1
   R-109        L-4       1711       2575        395          3
   R-110        L-2       1240       1501        239          1
   R-111        L-5       1685       2513        216          2
   R-112        L-2       1425       1650        209          2
   R-113        L-5        745       2221        231          3
   R-114        L-3       1020       1549        362          5
   R-115        L-2        816       1379        464          5
   R-116        L-1       2333       2902        211          5
   R-117        L-4       1246       1946        308          3
   R-118        L-2        720       1670        463          5
   R-119        L-1        225       1620        363          2
   R-120        L-2        231       1246        475          1
   R-121        L-5       2480       3949        367          2
   R-122        L-1       2399       3468        306          4
   R-123        L-5        845       1183        234          5
   R-124        L-5        875       1764        322          5
   R-125        L-2        911       2063        490          3
   R-126        L-1        896       1464        459          4
   R-127        L-5        654       1712        289          5
   R-128        L-4       2236       3662        237          2
   R-129        L-2       2151       2984        363          4
   R-130        L-5        775       1650        354          1
   R-131        L-2       1416       2858        343          4
   R-132        L-4       1682       2852        452          5
   R-133        L-4       2152       3594        434          2
   R-134        L-5       1069       2212        456          4
   R-135        L-5       1650       2572        329          3
   R-136        L-4        500       1757        390          4
   R-137        L-5       1268       2487        273          1
   R-138        L-3        765       1801        215          1
   R-139        L-5       1994       2837        315          4
   R-140        L-3       1938       3176        297          2
   R-141        L-2       1183       1715        241          5
   R-142        L-1       1487       2659        372          2
   R-143        L-4       2293       2959        447          5
   R-144        L-1       1500       2718        290          1
   R-145        L-4       1147       1956        265          2
   R-146        L-5        854       1604        485          1
   R-147        L-2        952       2068        265          1
   R-148        L-3       2496       3479        215          5
   R-149        L-4       1179       1416        210          5
   R-150        L-5        419       1524        220          4
