InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-4       2052       3415        486          4
     R-2        L-2       2280       2974        500          5
     R-3        L-4       2148       2635        295          3
     R-4        L-1        780       2129        246          5
     R-5        L-5       1822       2575        431          1
     R-6        L-1       2364       2717        232          2
     R-7        L-3       1190       2355        215          4
     R-8        L-3       1000       1943        465          4
     R-9        L-3        218       1397        243          4
    R-10        L-3       2457       3219        242          2
    R-11        L-1       2300       2707        347          5
    R-12        L-3        642       1267        405          4
    R-13        L-2        473        682        208          2
    R-14        L-4        414       1622        440          4
    R-15        L-2        499       1632        489          3
    R-16        L-3       1579       2460        244          1
    R-17        L-2       1879       2414        260          1
    R-18        L-4        244       1426        230          2
    R-19        L-5       2490       3702        296          2
    R-20        L-1        736       1935        414          4
    R-21        L-3       1923       2231        308          5
    R-22        L-2       1445       2086        210          4
    R-23        L-2        610       1130        221          4
    R-24        L-3       1257       2710        204          3
    R-25        L-1       1781       2170        237          2
    R-26        L-3       1195       2633        207          3
    R-27        L-4       2056       3523        265          5
    R-28        L-2        755       1526        397          3
    R-29        L-2       1135       1850        327          5
    R-30        L-5       1005       2391        398          1
    R-31        L-1       1926       2362        224          1
    R-32        L-4       2298       3116        330          3
    R-33        L-5       1923       2974        451          2
    R-34        L-4        481       1212        264          5
    R-35        L-2        503       1280        343          1
    R-36        L-4        483       1662        337          2
    R-37        L-3        447       1030        223          3
    R-38        L-2       2374       3862        492          1
    R-39        L-3       1683       2875        270          5
    R-40        L-4        774       1027        217          3
    R-41        L-5       1477       1737        217          1
    R-42        L-3       2175       3046        234          2
    R-43        L-5        496       1661        238          3
    R-44        L-3        382       1347        266          1
    R-45        L-1       2138       3231        239          4
    R-46        L-5        259       1430        395          1
    R-47        L-1        495        921        241          3
    R-48        L-5       1904       3068        369          4
    R-49        L-5       2004       2611        436          5
    R-50        L-4        322        859        358          1
    R-51        L-5       1142       2417        257          4
    R-52        L-3       1247       2205        205          2
    R-53        L-3       1029       1841        465          4
    R-54        L-4       2241       3233        323          3
    R-55        L-2       1013       1843        420          4
    R-56        L-3       1099       2539        498          2
    R-57        L-3        757       2041        268          1
    R-58        L-1        462       1149        341          4
    R-59        L-4       2130       2908        340          4
    R-60        L-5       2329       3426        452          4
    R-61        L-3       1512       1814        238          5
    R-62        L-3        369       1437        343          5
    R-63        L-4        278       1376        269          2
    R-64        L-2        301       1123        336          1
    R-65        L-5        672       1323        428          3
    R-66        L-4        519       1228        301          3
    R-67        L-5        931       2103        205          1
    R-68        L-3        933       1805        315          5
    R-69        L-4       2331       3113        456          2
    R-70        L-2        557       1761        410          4
    R-71        L-4       2057       2370        300          5
    R-72        L-3       2258       3582        375          2
    R-73        L-2        605       1304        263          4
    R-74        L-3        559       2016        358          3
    R-75        L-1        264       1675        378          1
    R-76        L-3       2005       3243        375          4
    R-77        L-4        316        758        311          1
    R-78        L-2        908       2066        472          4
    R-79        L-4        808       2173        464          5
    R-80        L-5        552       1764        313          5
    R-81        L-2       1388       2529        487          5
    R-82        L-3       2306       3054        486          4
    R-83        L-5       1052       1696        355          5
    R-84        L-2       1318       2320        493          4
    R-85        L-1       2395       3683        258          5
    R-86        L-1       1744       3060        214          5
    R-87        L-5       1840       3138        478          1
    R-88        L-1       2211       2799        247          5
    R-89        L-3       2079       3317        411          2
    R-90        L-3       2138       2850        452          4
    R-91        L-1       2151       3268        468          2
    R-92        L-2       1918       2665        215          1
    R-93        L-2        345        962        299          1
    R-94        L-2       1363       2454        364          5
    R-95        L-5       2243       3519        253          1
    R-96        L-5       2290       3022        328          4
    R-97        L-5        295       1533        392          5
    R-98        L-5        854       1747        475          2
    R-99        L-5       2369       3790        310          5
   R-100        L-2        758       1788        319          3
   R-101        L-2       1490       2235        299          1
   R-102        L-1        748       1341        322          3
   R-103        L-4       1788       2927        249          5
   R-104        L-1        716       1842        302          1
   R-105        L-3       1023       2212        491          3
   R-106        L-5        672       1833        458          2
   R-107        L-1        488       1151        446          1
   R-108        L-2       2459       3907        463          2
   R-109        L-2        955       1630        258          2
   R-110        L-1       1359       2794        248          2
   R-111        L-3       2092       2529        239          4
   R-112        L-3       2112       3585        418          4
   R-113        L-1       1060       1478        391          2
   R-114        L-3        942       2279        408          3
   R-115        L-1       1860       2497        299          5
   R-116        L-4        263        801        365          5
   R-117        L-3        982       2138        458          3
   R-118        L-2        676       1787        281          3
   R-119        L-2       2407       3680        389          4
   R-120        L-3       1047       1485        294          3
   R-121        L-3       2120       2392        251          5
   R-122        L-3        403       1280        318          3
   R-123        L-5       1084       1863        407          1
   R-124        L-2       1795       3277        463          1
   R-125        L-1       1819       2336        494          5
   R-126        L-4        642       1488        321          4
   R-127        L-4       2267       2892        225          1
   R-128        L-3        603       1448        332          3
   R-129        L-5       2453       3780        476          5
   R-130        L-5        608       1191        427          5
   R-131        L-4        384       1108        397          4
   R-132        L-4        892       1464        453          4
   R-133        L-4       1923       3346        345          5
   R-134        L-3       1479       2952        387          4
   R-135        L-3       1304       2742        487          3
   R-136        L-5        310       1018        207          1
   R-137        L-1        841       2048        409          3
   R-138        L-3       1829       3245        225          1
   R-139        L-3       1116       2513        419          2
   R-140        L-4        386       1054        467          2
   R-141        L-5       1204       1565        258          4
   R-142        L-1       2066       2743        260          3
   R-143        L-3       2363       2896        279          4
   R-144        L-5        772       2117        413          3
   R-145        L-2       1918       3391        386          3
   R-146        L-1        727       2034        322          5
   R-147        L-3       1464       2658        459          3
   R-148        L-2        978       1810        342          2
   R-149        L-1       2256       2636        300          1
   R-150        L-1       1309       2511        332          5
   R-151        L-5        355       1062        252          3
   R-152        L-5        496       1069        244          2
   R-153        L-3       1728       3155        447          2
   R-154        L-2       1585       2972        375          1
   R-155        L-4        690       1555        429          4
   R-156        L-3       1257       1964        399          2
   R-157        L-2       1532       3003        348          4
   R-158        L-4       1712       2308        497          3
   R-159        L-4        521       1084        478          5
   R-160        L-1       2185       3234        437          1
   R-161        L-3       1470       1946        309          4
   R-162        L-2       1543       2179        344          3
   R-163        L-3       1539       2166        387          4
   R-164        L-4       1343       2391        424          3
   R-165        L-2       1106       2567        404          1
   R-166        L-3       1681       2117        387          4
   R-167        L-3       1787       3240        299          4
   R-168        L-5       2414       3903        279          2
   R-169        L-3        923       2098        245          1
   R-170        L-5       1106       1688        464          2
   R-171        L-1       1411       2487        211          5
   R-172        L-1       2439       3912        356          3
   R-173        L-3        534       1089        340          1
   R-174        L-4        306        778        273          2
   R-175        L-4       1102       2244        450          4
   R-176        L-2       1635       2688        372          4
   R-177        L-5       2199       2822        475          1
   R-178        L-4       1881       2266        378          1
   R-179        L-5       2103       2629        477          3
   R-180        L-4        241       1360        256          2
   R-181        L-2       1206       2258        283          3
   R-182        L-5       1037       2306        399          3
   R-183        L-3       1322       2517        230          1
   R-184        L-1       1443       2089        279          4
   R-185        L-1        270       1261        499          3
   R-186        L-3        645       1323        301          2
   R-187        L-2       1164       2646        441          4
   R-188        L-2        957       2124        343          3
   R-189        L-3       2445       3416        481          4
   R-190        L-1       1849       3344        375          4
   R-191        L-2       1105       1610        404          2
   R-192        L-1       1776       2808        470          2
   R-193        L-4        244       1445        441          2
   R-194        L-2       1926       3057        280          3
   R-195        L-2        792       2181        332          5
   R-196        L-2       1291       1863        464          5
   R-197        L-2        930       1548        200          2
   R-198        L-5        537       1469        380          5
   R-199        L-1        597       2001        445          5
   R-200        L-1       2425       3505        459          2
   R-201        L-4       1907       2391        298          2
   R-202        L-5        352       1253        478          4
   R-203        L-3        845       1851        359          4
   R-204        L-4        511       1308        484          1
   R-205        L-1       1673       2198        238          4
   R-206        L-1       2091       3264        262          4
   R-207        L-5       2146       3068        321          1
   R-208        L-5       2076       2704        205          2
   R-209        L-3       1389       2886        392          3
   R-210        L-1       1806       2972        484          3
   R-211        L-1        972       2045        302          3
   R-212        L-4       1468       2960        340          3
   R-213        L-1       2030       2613        395          2
   R-214        L-2        586       1220        267          2
   R-215        L-5       1847       3013        218          1
   R-216        L-2        611        993        316          1
   R-217        L-3       1976       2532        408          4
   R-218        L-2       2295       2986        271          4
   R-219        L-5       2177       3390        369          1
   R-220        L-5       1841       2704        362          5
   R-221        L-2        275       1285        333          3
   R-222        L-5       1456       2098        425          4
   R-223        L-3       1039       2180        460          1
   R-224        L-3        848       2280        329          5
   R-225        L-5       1158       2562        380          2
   R-226        L-5       1011       1878        464          1
   R-227        L-2       1010       1531        242          4
   R-228        L-1       1910       2954        370          3
   R-229        L-4       1290       1981        437          2
   R-230        L-5       1177       2224        491          5
   R-231        L-3        460       1883        486          2
   R-232        L-1       1570       2095        274          3
   R-233        L-3       1689       3186        323          2
   R-234        L-1        960       2270        480          4
   R-235        L-2        331       1105        406          3
   R-236        L-2       1763       2295        208          4
   R-237        L-5       2117       2625        216          4
   R-238        L-2        684       1590        491          3
   R-239        L-2       2328       3134        267          5
   R-240        L-2       1560       1864        227          4
   R-241        L-3       2237       3451        252          4
   R-242        L-4       1866       3204        344          4
   R-243        L-1       1977       3396        260          5
   R-244        L-4       1553       2906        468          1
   R-245        L-5       1513       2346        227          4
   R-246        L-5       1742       2730        364          1
   R-247        L-2       1200       2378        263          5
   R-248        L-1       1824       3024        226          5
   R-249        L-4       1179       1971        479          2
   R-250        L-5        480       1731        388          2
   R-251        L-1       1108       1774        415          1
   R-252        L-5       2328       2847        266          5
   R-253        L-2       2056       2862        200          3
   R-254        L-1        297       1015        366          4
   R-255        L-2       2043       3327        471          3
   R-256        L-1       1145       1995        223          4
   R-257        L-4       1485       2506        357          2
   R-258        L-3       2135       2855        305          1
   R-259        L-4       1000       2086        361          1
   R-260        L-5        904       1596        486          2
   R-261        L-3        984       1426        225          3
   R-262        L-3       1321       2012        415          4
   R-263        L-2       1900       2486        240          3
   R-264        L-2        694       1544        300          2
   R-265        L-3       2253       3163        351          5
   R-266        L-3        674       1606        464          2
   R-267        L-1       1125       1737        341          4
   R-268        L-5        512       1088        425          1
   R-269        L-5        228       1019        500          3
   R-270        L-2       1934       2514        491          3
   R-271        L-3        976       1668        325          5
   R-272        L-1        318        921        295          5
   R-273        L-1       2090       2982        499          4
   R-274        L-5        446        869        292          3
   R-275        L-5       1514       2026        447          3
   R-276        L-5       2271       3093        466          2
   R-277        L-4        659       1563        423          5
   R-278        L-4       1249       2100        320          5
   R-279        L-4       1106       2220        497          3
   R-280        L-5        344        754        303          4
   R-281        L-5        937       1613        366          1
   R-282        L-4       2232       3685        422          3
   R-283        L-2        326        797        237          5
   R-284        L-2       2425       3731        496          5
   R-285        L-4        798       1661        227          1
   R-286        L-5       1487       2498        469          4
   R-287        L-4        562       1374        461          3
   R-288        L-5       1216       2514        281          4
   R-289        L-4        450       1651        361          3
   R-290        L-4       1086       1569        221          5
   R-291        L-5        751       1957        274          1
   R-292        L-5        213       1375        323          2
   R-293        L-4        574       1585        401          4
   R-294        L-2        513       1984        217          3
   R-295        L-2       1237       2627        260          4
   R-296        L-3       2090       2799        244          3
   R-297        L-2       1580       1972        311          4
   R-298        L-4        439       1177        375          4
   R-299        L-1       1073       2243        395          2
   R-300        L-2       1914       2795        377          5
   R-301        L-4        871       1733        445          2
   R-302        L-4       2115       3439        357          4
   R-303        L-5        943       1810        449          4
   R-304        L-3       1916       2249        237          3
   R-305        L-2       1324       2595        209          3
   R-306        L-3       2297       3143        401          1
   R-307        L-3       1679       2222        229          2
   R-308        L-3       1186       1488        261          4
   R-309        L-3       2042       3065        242          3
   R-310        L-4       2327       3173        228          5
   R-311        L-2       1176       1709        450          2
   R-312        L-2       2304       2634        265          3
   R-313        L-5       1882       3279        417          2
   R-314        L-3       2317       3063        480          4
   R-315        L-3       1744       2438        275          5
   R-316        L-4       2040       2726        407          5
   R-317        L-3       1656       2181        315          3
   R-318        L-1       1612       2209        310          1
   R-319        L-3       2177       2677        489          1
   R-320        L-3       1085       2275        485          1
   R-321        L-1       1732       2583        320          4
   R-322        L-1        690       2099        400          4
   R-323        L-4       1770       2720        368          3
   R-324        L-2       1107       2212        281          4
   R-325        L-5        882       1752        379          1
   R-326        L-4       1600       2324        416          5
   R-327        L-1       1252       2050        483          4
   R-328        L-4        692       1206        386          3
   R-329        L-5        423       1830        393          3
   R-330        L-1       2120       3004        366          1
   R-331        L-3        344       1383        377          5
   R-332        L-4       1417       2131        334          4
   R-333        L-5       1598       2046        385          2
   R-334        L-5        509       2004        224          4
   R-335        L-1       1902       2699        232          4
   R-336        L-1       2041       3224        395          2
   R-337        L-4       2276       3247        339          3
   R-338        L-5       2137       2653        210          2
   R-339        L-2       1305       2149        316          2
   R-340        L-4       2332       3645        200          1
   R-341        L-5       1180       2165        480          1
   R-342        L-3       2496       3406        370          1
   R-343        L-4        279       1064        360          2
   R-344        L-3        987       1595        282          5
   R-345        L-3       2209       2997        488          4
   R-346        L-4       1370       2850        387          2
   R-347        L-2       1221       2271        385          5
   R-348        L-1        716       1088        232          3
   R-349        L-4        661       2141        431          1
   R-350        L-1        865       2263        411          3
   R-351        L-4       1239       2681        403          3
   R-352        L-2       1231       2288        388          3
   R-353        L-2       1039       2375        488          5
   R-354        L-2       1922       2736        264          2
   R-355        L-2       1022       2011        392          2
   R-356        L-3        256        970        441          3
   R-357        L-4       1917       3058        329          2
   R-358        L-1        399        921        280          2
   R-359        L-1       1371       2855        382          4
   R-360        L-4       1551       2875        213          2
   R-361        L-4       1729       2596        234          3
   R-362        L-2       1116       2351        400          5
   R-363        L-3       1794       3222        310          2
   R-364        L-5       2011       2519        289          3
   R-365        L-2       2199       2866        421          3
   R-366        L-5        278       1775        338          2
   R-367        L-3       1321       2286        404          2
   R-368        L-3        531       1388        446          5
   R-369        L-2       1263       1801        486          1
   R-370        L-1        229        747        358          2
   R-371        L-2       1577       2310        447          4
   R-372        L-3       2183       3248        216          5
   R-373        L-2       1821       2365        485          5
   R-374        L-3       1233       1960        341          2
   R-375        L-1       2015       3360        492          2
   R-376        L-1        309       1698        286          1
   R-377        L-5       1310       1742        383          3
   R-378        L-1        457       1874        463          2
   R-379        L-5        460        868        386          3
   R-380        L-3       1203       2473        453          5
   R-381        L-4        613       1882        446          3
   R-382        L-2        296       1681        204          2
   R-383        L-5       1525       2679        398          3
   R-384        L-3       1693       2848        430          3
   R-385        L-3        473       1029        364          3
   R-386        L-1       1074       1798        292          2
   R-387        L-2       2437       3213        355          3
   R-388        L-3        633       1204        279          3
   R-389        L-1        946       1411        420          4
   R-390        L-1       2258       3310        226          3
   R-391        L-2       2400       2746        304          3
   R-392        L-3        472       1912        255          4
   R-393        L-4       2138       3472        312          2
   R-394        L-3       1319       2352        235          2
   R-395        L-2       1663       2151        468          4
   R-396        L-4        426       1439        308          4
   R-397        L-1       2267       3704        490          1
   R-398        L-4       2056       3435        423          4
   R-399        L-5       2254       3339        317          5
   R-400        L-5        374        902        463          4
   R-401        L-5       2030       2469        345          1
   R-402        L-4       1530       2906        277          3
   R-403        L-4       1248       1993        360          5
   R-404        L-4       1846       2331        226          1
   R-405        L-1       1158       1744        295          1
   R-406        L-1       2295       3158        328          2
   R-407        L-5        356       1244        375          3
   R-408        L-1       2059       3463        306          4
   R-409        L-2       1002       2024        450          1
   R-410        L-4        639       1574        484          2
   R-411        L-5        495       1063        454          1
   R-412        L-1        821       1573        387          3
   R-413        L-3        350       1176        377          1
   R-414        L-1       1904       2992        293          5
   R-415        L-1       2107       2704        450          2
   R-416        L-5       2380       3144        361          4
   R-417        L-3       1749       2651        207          3
   R-418        L-2       1054       1731        307          2
   R-419        L-3       2110       2595        221          1
   R-420        L-3       1259       2367        376          2
   R-421        L-3        232        887        235          3
