InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1       1246       2714        383          4
     R-2        L-1       1220       1767        226          3
     R-3        L-5       2121       3226        326          1
     R-4        L-4       1221       1870        206          3
     R-5        L-1        945       1670        399          2
     R-6        L-1       2022       2556        264          1
     R-7        L-2       1057       1706        310          3
     R-8        L-2       1484       2889        301          2
     R-9        L-1       1006       2013        396          3
    R-10        L-3       1899       2481        284          1
    R-11        L-5       1559       1919        354          3
    R-12        L-3        470       1555        358          4
    R-13        L-4       1493       2772        294          2
    R-14        L-3        433        810        331          4
    R-15        L-4        274       1561        481          3
    R-16        L-1       1741       3098        496          4
    R-17        L-1        391       1085        292          2
    R-18        L-3       2093       3518        376          5
    R-19        L-5       1227       1884        436          3
    R-20        L-1       1411       2515        218          2
    R-21        L-2       1595       2799        462          3
    R-22        L-3       1329       1902        479          3
    R-23        L-2       1454       1904        290          3
    R-24        L-1       2181       2562        282          5
    R-25        L-2       2385       2857        407          5
    R-26        L-4       1608       2869        328          2
    R-27        L-3        428       1654        216          2
    R-28        L-2        734       2194        488          4
    R-29        L-3        636       1811        286          2
    R-30        L-2        440       1458        415          4
    R-31        L-4        893       2288        467          3
    R-32        L-4       2162       3098        340          4
    R-33        L-5        800       1829        257          2
    R-34        L-1       2245       2986        373          4
    R-35        L-3       1315       2807        463          1
    R-36        L-1       1656       2835        500          3
    R-37        L-3       1688       2895        486          4
    R-38        L-2       1284       2330        350          5
    R-39        L-3        247       1202        442          3
    R-40        L-3       2096       3467        347          3
    R-41        L-3       1321       2533        376          2
    R-42        L-5       2042       3112        386          2
    R-43        L-3       2368       3059        285          4
    R-44        L-2       1358       2451        240          5
    R-45        L-5       2315       3349        415          5
    R-46        L-2       1308       1922        214          5
    R-47        L-2       2006       2746        292          1
    R-48        L-1       2131       2785        315          2
    R-49        L-4        653       1386        362          2
    R-50        L-4       2445       3513        218          3
    R-51        L-2       1757       3201        236          2
    R-52        L-4       1731       2648        200          3
    R-53        L-3       1879       3257        258          1
    R-54        L-3       2452       3000        354          5
    R-55        L-3       2299       3272        373          2
    R-56        L-4       1916       3081        409          2
    R-57        L-2        842       2213        395          2
    R-58        L-4        572        952        379          1
    R-59        L-5       1535       2962        489          5
    R-60        L-4        776       1911        366          4
    R-61        L-4       1127       2175        452          4
    R-62        L-3       1772       3269        281          3
    R-63        L-1       2232       3410        328          3
    R-64        L-2       1459       2496        451          4
    R-65        L-2        297       1467        262          3
    R-66        L-1        363       1435        269          4
    R-67        L-2       2381       3147        486          4
    R-68        L-3        350       1678        325          2
    R-69        L-5       1370       2728        350          4
    R-70        L-2       2322       2615        260          3
    R-71        L-5       1356       2517        473          3
    R-72        L-3       2370       3533        213          3
    R-73        L-3        742        965        218          5
    R-74        L-2       2066       3438        255          1
    R-75        L-4       1959       3363        418          4
    R-76        L-4       1805       2712        300          1
    R-77        L-5       1443       2530        201          3
    R-78        L-2       2135       2786        359          4
    R-79        L-5       2449       3580        454          2
    R-80        L-1       1943       2996        499          1
