InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-2       1128       2285        389          2
     R-2        L-2        379        902        243          5
     R-3        L-4       1057       1524        405          4
     R-4        L-5       2056       3468        399          2
     R-5        L-2       1849       3087        245          1
     R-6        L-4       1292       2592        466          4
     R-7        L-1        665       1195        332          4
     R-8        L-3       1745       2118        255          2
     R-9        L-5        552       1431        454          2
    R-10        L-4        463       1015        476          2
    R-11        L-5        807       1770        496          4
    R-12        L-4       1370       2220        485          2
    R-13        L-3        848       2186        249          3
    R-14        L-3       2226       3087        457          2
    R-15        L-5       1657       2709        470          1
    R-16        L-3       2278       2982        479          2
    R-17        L-2        248       1301        351          3
    R-18        L-4        337       1274        416          3
    R-19        L-1       1907       3007        289          2
    R-20        L-3        304        936        303          1
    R-21        L-2        254       1348        394          5
    R-22        L-4       1984       2586        318          5
    R-23        L-1       2027       3290        408          5
    R-24        L-1        486       1027        347          1
    R-25        L-2        636       1839        466          5
    R-26        L-2       2199       2603        276          1
    R-27        L-5        775       1940        374          1
    R-28        L-3       1426       2471        379          1
    R-29        L-5       2243       2674        307          1
    R-30        L-4        904       1886        291          4
    R-31        L-5        695       1347        242          2
    R-32        L-4       2236       2994        442          1
    R-33        L-4        644       1879        497          2
    R-34        L-4       2000       2648        463          5
    R-35        L-2       1812       3128        384          1
    R-36        L-1       1008       2146        225          1
    R-37        L-5       1065       2497        202          1
    R-38        L-5       1691       2303        421          5
    R-39        L-3       1021       1946        456          5
    R-40        L-1       1773       2640        466          3
    R-41        L-4       1414       2311        240          2
    R-42        L-4       1414       2774        240          3
    R-43        L-3       1514       2596        464          3
    R-44        L-3        647       1940        300          4
    R-45        L-4       1477       2376        305          5
    R-46        L-5       1770       2966        468          5
    R-47        L-4       1683       2502        418          5
    R-48        L-2       2277       3068        241          1
    R-49        L-1       2240       3437        338          5
    R-50        L-5       1322       2232        349          3
    R-51        L-3       1335       2245        410          2
    R-52        L-2       1215       2610        458          2
    R-53        L-4       2351       3404        300          1
    R-54        L-2        657       1227        398          5
    R-55        L-1       1951       2454        223          5
    R-56        L-1        983       1496        335          4
    R-57        L-2       2083       2616        344          5
    R-58        L-1       1664       2552        233          1
    R-59        L-2        762       1302        387          1
    R-60        L-3       1507       2427        313          3
    R-61        L-5        470       1169        466          3
    R-62        L-3       1979       2581        281          4
    R-63        L-1        809       1362        420          5
    R-64        L-2       1111       1953        242          3
    R-65        L-1       1014       1373        255          5
    R-66        L-3        927       2359        287          3
    R-67        L-1       1192       2628        456          5
    R-68        L-2        539       1080        270          3
    R-69        L-2       1093       1857        408          2
    R-70        L-5       2003       3152        231          5
    R-71        L-5       1376       2682        412          3
    R-72        L-2       2205       3673        387          3
    R-73        L-3       1289       1993        443          4
    R-74        L-2       2274       3339        473          5
    R-75        L-4       2356       3032        400          4
    R-76        L-1        708       1864        349          1
    R-77        L-3       1721       2786        459          4
    R-78        L-1        313        615        273          2
    R-79        L-2       2038       3504        496          4
    R-80        L-1        642       2060        390          5
    R-81        L-3       1710       2310        383          1
    R-82        L-4       2152       2920        286          3
    R-83        L-3       1618       2887        390          1
    R-84        L-1        776       1260        360          2
    R-85        L-3       2288       3662        384          4
    R-86        L-2       2499       3404        288          3
    R-87        L-5        293       1307        425          3
    R-88        L-4       2060       3004        351          4
    R-89        L-4       2031       3298        245          3
    R-90        L-1        756       2246        496          3
    R-91        L-5       2069       3416        385          4
    R-92        L-5       1032       2046        479          2
    R-93        L-1        798       1326        458          5
    R-94        L-4       1475       2087        311          3
    R-95        L-1       1008       1295        259          4
    R-96        L-1       1067       2072        362          1
    R-97        L-3        268       1712        265          3
    R-98        L-3        245        904        222          3
    R-99        L-1        582       1474        412          1
   R-100        L-4       2314       3189        461          4
   R-101        L-2        658       2112        417          1
   R-102        L-1        797       2067        377          3
   R-103        L-3       1878       2235        301          1
   R-104        L-2       2199       2890        361          1
   R-105        L-3       1825       2721        358          5
   R-106        L-2       1333       2375        211          2
   R-107        L-2        974       2243        257          3
   R-108        L-3       1178       2310        242          5
   R-109        L-5       2450       3853        455          3
   R-110        L-1        760       2004        284          2
   R-111        L-5       2324       3027        372          2
   R-112        L-3       1104       1932        417          2
   R-113        L-3       1291       2437        236          5
   R-114        L-1        777       1912        321          3
   R-115        L-1       1834       2851        382          1
   R-116        L-5       1781       3051        428          1
   R-117        L-2       2196       3691        373          1
   R-118        L-3        262       1371        456          4
   R-119        L-1        623       1145        289          4
   R-120        L-1       1330       2692        241          2
   R-121        L-3       1217       1577        238          3
   R-122        L-5       1775       3132        360          2
   R-123        L-4       2209       2670        340          4
   R-124        L-5       1208       1802        476          5
   R-125        L-4       1842       3342        429          2
   R-126        L-5        681       2119        493          5
   R-127        L-5        901       1869        368          5
   R-128        L-5       1834       3007        259          2
   R-129        L-3       1420       2432        281          5
   R-130        L-1        428       1395        404          2
   R-131        L-3       2460       3798        441          2
   R-132        L-1       2153       2700        480          3
   R-133        L-1        479       1579        292          5
   R-134        L-4        707       1377        293          3
   R-135        L-2       1173       2368        298          4
   R-136        L-3        321       1500        466          1
   R-137        L-5       2358       3827        464          1
   R-138        L-3        586       1766        427          3
   R-139        L-4        635       1283        253          4
   R-140        L-1       2043       2560        251          3
   R-141        L-3        716       2032        399          5
   R-142        L-4       1937       2971        256          4
   R-143        L-2        717       1326        237          4
   R-144        L-2       1023       2512        341          2
   R-145        L-3       2336       3219        200          1
   R-146        L-5        875       1987        458          4
   R-147        L-4       1429       2147        269          1
   R-148        L-1        639       1369        278          2
   R-149        L-5        801       1844        453          4
   R-150        L-1        560       1576        425          4
   R-151        L-3       2009       3355        454          4
   R-152        L-5       1158       1606        358          1
   R-153        L-5        284       1702        486          3
   R-154        L-3       1942       2676        206          1
   R-155        L-4        922       2271        233          1
   R-156        L-1       2262       2577        208          3
   R-157        L-3        762       1829        327          5
   R-158        L-2       2407       2958        383          2
   R-159        L-1       2284       3181        322          4
   R-160        L-1        323        668        298          4
   R-161        L-3       1495       2794        275          2
   R-162        L-5        437       1532        367          4
   R-163        L-3       2361       3301        283          2
   R-164        L-5        284        654        338          1
   R-165        L-3       1409       2036        483          5
   R-166        L-1       1048       1547        213          5
   R-167        L-4        737       1676        380          3
   R-168        L-3       1618       2249        354          4
   R-169        L-5       2021       3407        317          3
   R-170        L-5        550       1550        472          1
   R-171        L-1       1377       2786        375          3
   R-172        L-4        262       1653        200          4
   R-173        L-1       2373       2704        302          2
   R-174        L-3       2489       3400        225          5
   R-175        L-4       1103       1915        392          4
   R-176        L-5       1415       2884        407          4
   R-177        L-5       2211       3251        248          3
   R-178        L-5       1941       3166        455          1
   R-179        L-5       2378       3158        301          2
   R-180        L-2       1791       2851        412          3
   R-181        L-1       2452       3849        372          3
   R-182        L-5       1167       2382        414          3
   R-183        L-4       2173       2667        370          5
   R-184        L-2       1138       2564        493          3
   R-185        L-2        892       1647        282          1
   R-186        L-2       1754       2780        492          5
   R-187        L-3        608       1403        264          1
   R-188        L-3        819       1427        447          1
   R-189        L-1       2297       3315        471          5
   R-190        L-3        733       1186        225          3
   R-191        L-5       1638       2258        340          1
   R-192        L-1        855       1280        407          4
   R-193        L-2       2117       3332        388          1
   R-194        L-3       1673       2798        439          5
   R-195        L-4       1880       2699        268          1
   R-196        L-2        507       1497        315          5
   R-197        L-3       1856       2999        228          2
   R-198        L-4       1463       2393        365          1
   R-199        L-1        207       1286        204          2
   R-200        L-1       1134       1720        479          4
