InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1       1526       2611        277          1
     R-2        L-5       2394       3390        248          1
     R-3        L-1       2278       2663        309          4
     R-4        L-1       1912       2639        235          5
     R-5        L-1       1938       3326        230          2
     R-6        L-4        453       1547        495          1
     R-7        L-2       1105       2468        223          3
     R-8        L-1       1916       3296        273          5
     R-9        L-2       1463       2784        486          1
    R-10        L-5        969       1558        390          1
    R-11        L-5        444       1765        305          4
    R-12        L-3       1486       2852        438          3
    R-13        L-1       1217       2008        292          5
    R-14        L-3       1429       2910        468          4
    R-15        L-5       1379       1857        237          4
    R-16        L-4        875       1561        375          4
    R-17        L-5        360       1741        239          3
    R-18        L-5       1593       2989        379          4
    R-19        L-4        481       1280        247          1
    R-20        L-3        448       1718        358          4
    R-21        L-3       1621       2777        211          2
    R-22        L-2        679       1251        452          3
    R-23        L-4        729       1869        326          4
    R-24        L-4        530       1734        285          5
    R-25        L-5       1338       2489        270          3
    R-26        L-2       1901       3063        383          2
    R-27        L-2        539       1138        290          2
    R-28        L-3        249       1070        448          3
    R-29        L-5        216       1348        274          3
    R-30        L-5       1505       2824        264          1
    R-31        L-4       2070       2957        486          4
    R-32        L-4       1814       3053        253          1
    R-33        L-4        980       1641        234          2
    R-34        L-1        650       1131        374          1
    R-35        L-3        819       1500        474          5
    R-36        L-5        304        965        236          4
    R-37        L-5        808       1848        329          3
    R-38        L-4       2142       2640        262          4
    R-39        L-1       2167       3252        447          2
    R-40        L-4        618       1535        375          2
    R-41        L-5       2314       2945        211          3
    R-42        L-1        800       2214        478          5
    R-43        L-5       1420       2200        246          3
    R-44        L-5        884       1722        382          5
    R-45        L-5       2259       3083        368          2
    R-46        L-2       1180       2049        405          5
    R-47        L-1       2218       2659        382          3
    R-48        L-5       2134       2862        332          3
    R-49        L-1       2031       3155        378          2
    R-50        L-2        618       1896        316          3
    R-51        L-4       1037       1487        447          3
    R-52        L-2        547       1603        261          4
    R-53        L-1        931       2033        422          4
    R-54        L-2       2097       2675        405          2
    R-55        L-5        720       1243        214          4
    R-56        L-2        798       1957        442          5
    R-57        L-1       2445       2755        267          1
    R-58        L-2       2356       3515        271          2
    R-59        L-3        314       1077        328          5
    R-60        L-3       1185       2018        500          5
    R-61        L-3       1916       2307        267          4
    R-62        L-2       2316       3758        415          5
    R-63        L-4        821       1327        468          2
    R-64        L-2        216        844        276          4
    R-65        L-3        692       1239        484          5
    R-66        L-1       2373       3351        484          5
    R-67        L-3        432       1150        327          1
    R-68        L-5        600       1985        459          1
    R-69        L-5        459       1551        426          5
    R-70        L-4       2297       3166        302          5
    R-71        L-2       2384       3867        444          5
    R-72        L-2       1263       2663        486          4
    R-73        L-4        761       1423        413          4
    R-74        L-4       1494       2223        237          1
    R-75        L-2       1071       1676        355          3
    R-76        L-4        785       1395        329          2
    R-77        L-2        585       1985        403          2
    R-78        L-4        861       2336        420          3
    R-79        L-3       1925       2955        300          1
    R-80        L-5       1698       2599        209          4
    R-81        L-3       2004       3000        209          5
    R-82        L-1       1410       2003        462          2
    R-83        L-3        629       1415        243          1
    R-84        L-4        943       1546        338          3
    R-85        L-5       1862       3236        276          5
    R-86        L-3       2225       2775        367          1
    R-87        L-3        950       1515        417          1
    R-88        L-5        562       1066        333          2
    R-89        L-4        472       1056        335          1
    R-90        L-3       1589       2499        483          5
    R-91        L-2        729       2030        222          1
    R-92        L-2        861       1298        334          2
    R-93        L-2       1477       2920        356          3
    R-94        L-3       2025       2845        456          3
    R-95        L-1        274        677        328          1
    R-96        L-2       2271       3754        482          5
    R-97        L-1       2144       3384        325          4
    R-98        L-4       2227       3560        479          5
    R-99        L-3       1460       2240        310          2
   R-100        L-1        772       1890        407          2
   R-101        L-4        258       1017        236          2
   R-102        L-5        426       1449        243          3
   R-103        L-4       1192       1634        350          2
   R-104        L-1        845       2095        337          3
   R-105        L-3       1691       3179        368          2
   R-106        L-3        341       1145        358          2
   R-107        L-1        204       1356        371          4
   R-108        L-2       1342       2210        457          5
   R-109        L-1        220       1007        246          2
   R-110        L-4       1836       2378        500          1
   R-111        L-1       1427       2258        355          5
   R-112        L-4       2367       3867        279          3
   R-113        L-5       2224       3081        276          2
   R-114        L-5        379       1720        462          2
   R-115        L-5       2345       2835        458          2
   R-116        L-2        548        848        215          3
   R-117        L-5        629       1945        392          1
   R-118        L-4        277       1249        472          3
   R-119        L-5        213        789        433          5
   R-120        L-4        576       1180        469          3
