InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3       1680       3104        440          4
     R-2        L-4       1128       1567        428          3
     R-3        L-3       1174       1507        313          3
     R-4        L-1       1572       2479        272          2
     R-5        L-5       1238       1763        210          1
     R-6        L-2       2103       3142        433          3
     R-7        L-1       1681       2873        332          3
     R-8        L-2       2224       3698        416          5
     R-9        L-3       1400       1941        496          1
    R-10        L-2        225       1456        467          4
    R-11        L-3        832       1813        358          4
    R-12        L-4       2057       2626        233          1
    R-13        L-4       2023       2502        451          1
    R-14        L-1       2060       3322        240          2
    R-15        L-1       1151       2314        407          5
    R-16        L-4        376       1434        404          5
    R-17        L-1        490       1461        316          1
    R-18        L-1       2418       3177        262          4
    R-19        L-4        390        746        258          2
    R-20        L-5       1246       1932        322          1
    R-21        L-1       1178       2147        469          1
    R-22        L-4        803       1935        337          1
    R-23        L-4       1858       3250        437          3
    R-24        L-2        359        651        230          4
    R-25        L-1       1245       2488        457          2
    R-26        L-3        665       1298        412          1
    R-27        L-4       2066       2777        422          2
    R-28        L-4        715       1808        267          5
    R-29        L-3       1121       1901        402          4
    R-30        L-4        913       1748        408          1
    R-31        L-1       2199       3158        355          1
    R-32        L-5       1449       2398        455          4
    R-33        L-2       1056       2511        426          4
    R-34        L-3       2466       2925        240          1
    R-35        L-1       2093       3350        241          5
    R-36        L-1       1571       2394        472          3
    R-37        L-1       1848       2993        344          2
    R-38        L-1        981       1842        432          1
    R-39        L-5       1107       2286        370          5
    R-40        L-1       1033       1812        228          4
    R-41        L-2        436       1807        275          2
    R-42        L-5       2262       3286        476          1
    R-43        L-5       2291       3567        311          4
    R-44        L-2       1630       2842        269          1
    R-45        L-3        976       1375        211          3
    R-46        L-2        597        953        279          5
    R-47        L-2        681       1703        317          5
    R-48        L-1       1986       2604        246          4
    R-49        L-2        522       1913        216          2
    R-50        L-1        846       2006        305          3
