InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-2       2096       3034        391          2
     R-2        L-4        226       1628        373          5
     R-3        L-4        531        985        371          2
     R-4        L-2       2051       2788        416          2
     R-5        L-5        410        937        256          5
     R-6        L-3        459       1063        396          2
     R-7        L-3       1118       1712        415          2
     R-8        L-1       1824       2866        343          2
     R-9        L-4        221        743        410          4
    R-10        L-4        769       1465        212          1
    R-11        L-2        215       1662        262          2
    R-12        L-2       1552       1927        204          5
    R-13        L-5        271        900        456          4
    R-14        L-1       2401       3562        301          4
    R-15        L-2        987       2421        247          2
    R-16        L-5        368       1147        227          5
    R-17        L-1        811       1218        337          4
    R-18        L-1       1169       2485        282          3
    R-19        L-1       2338       3620        489          3
    R-20        L-4        650       1523        499          2
    R-21        L-1       1847       3324        301          4
    R-22        L-1       1546       2633        200          2
    R-23        L-3       1108       2087        427          1
    R-24        L-5       1458       2014        345          1
    R-25        L-4        304       1576        395          3
    R-26        L-1       1216       2460        489          4
    R-27        L-5       1145       2215        249          3
    R-28        L-3       2495       3168        389          2
    R-29        L-2       1260       1578        215          3
    R-30        L-1        872       1436        261          1
    R-31        L-4        449       1306        430          3
    R-32        L-2        260       1224        381          4
    R-33        L-5       1337       1784        270          3
    R-34        L-4        683       1776        233          2
    R-35        L-5       1768       2615        286          5
    R-36        L-1       2225       2806        378          3
    R-37        L-1       2366       2985        265          2
    R-38        L-2       1110       1731        206          4
    R-39        L-4       2070       3114        486          1
    R-40        L-5        908       1881        480          3
    R-41        L-5       2393       2685        234          5
    R-42        L-5       1984       2778        478          5
    R-43        L-5       2400       3808        233          3
    R-44        L-1        463       1058        314          1
    R-45        L-4       2213       2768        432          1
    R-46        L-4        319       1208        391          2
    R-47        L-4       1720       2852        493          2
    R-48        L-1        347       1845        243          4
    R-49        L-2       1865       2265        235          1
    R-50        L-1        942       1317        243          3
    R-51        L-4       2126       3154        480          1
    R-52        L-3        508       1051        370          1
    R-53        L-4       2099       2832        429          4
    R-54        L-2        764       1732        254          4
    R-55        L-1        730       1480        298          1
    R-56        L-1        415        828        261          3
    R-57        L-5        624       1793        212          2
    R-58        L-1       1713       2437        241          3
    R-59        L-4       2321       2653        301          3
    R-60        L-4        291       1606        252          1
    R-61        L-5       1229       2317        443          2
    R-62        L-3        440       1050        340          1
    R-63        L-1        964       2169        380          3
    R-64        L-4        586       1451        215          2
    R-65        L-5       1906       3277        364          3
    R-66        L-1       1834       2681        420          3
    R-67        L-5       1432       2823        436          5
    R-68        L-2       2067       3280        425          3
    R-69        L-1       1847       2742        230          2
    R-70        L-2       1500       2005        478          2
    R-71        L-3       1693       2138        270          4
    R-72        L-3       1776       3193        308          1
    R-73        L-4        278       1191        482          2
    R-74        L-1       1525       3016        463          4
    R-75        L-2        213       1650        345          1
    R-76        L-1       1116       1965        205          1
    R-77        L-1        810       1512        368          5
    R-78        L-5       1853       3052        402          5
    R-79        L-3        752       1943        460          3
    R-80        L-5       1027       2179        364          2
    R-81        L-1        929       1596        492          3
    R-82        L-5        282       1604        342          4
    R-83        L-2        583       1505        339          5
    R-84        L-2       2049       2969        445          3
    R-85        L-5        800       1281        377          3
    R-86        L-2       1610       3007        213          5
    R-87        L-3        595       1302        432          2
    R-88        L-2       2424       3557        268          5
    R-89        L-1       1030       1954        491          5
    R-90        L-3        402       1799        381          1
    R-91        L-4       1725       3078        404          2
    R-92        L-5       2477       3067        250          1
    R-93        L-4       1652       2491        333          5
    R-94        L-5        963       1458        471          3
    R-95        L-1       1113       1458        288          5
    R-96        L-2       1020       1973        373          3
    R-97        L-1       1419       1894        402          4
    R-98        L-1       1205       2587        432          3
    R-99        L-2        908       2357        273          5
   R-100        L-4       1762       2529        456          1
   R-101        L-4       1825       2680        271          4
   R-102        L-4        940       2237        248          5
   R-103        L-5       1269       2363        329          3
   R-104        L-1       2399       3010        207          5
   R-105        L-2       2098       2668        359          1
   R-106        L-3       1011       1700        437          3
   R-107        L-2       1409       1747        315          4
   R-108        L-3       1313       2415        389          5
   R-109        L-1        857       2036        483          2
   R-110        L-2       1059       1400        245          1
   R-111        L-3       1258       2415        424          5
   R-112        L-4        509       1593        248          2
   R-113        L-2        442       1938        324          5
   R-114        L-3       1927       2706        386          5
   R-115        L-2       2312       2790        409          5
   R-116        L-3       1482       2759        341          3
   R-117        L-1       1986       3325        472          1
   R-118        L-3       1670       2829        314          3
   R-119        L-4       2051       2575        391          5
   R-120        L-3        949       1423        232          4
   R-121        L-4       2225       3066        209          1
   R-122        L-5       1797       2528        332          4
   R-123        L-3        891       1601        215          1
   R-124        L-5       2324       3798        260          1
   R-125        L-4       1022       1656        425          5
   R-126        L-5       1322       1768        295          5
   R-127        L-2       1461       2596        273          2
   R-128        L-4       1449       2473        442          5
   R-129        L-1       1486       2894        459          5
   R-130        L-1       2377       3002        444          4
   R-131        L-2       1581       2797        237          5
   R-132        L-4       2382       3658        276          5
   R-133        L-5       2235       3676        259          1
   R-134        L-5       1366       1953        424          3
   R-135        L-1       2480       3330        286          3
   R-136        L-3       2293       3780        426          3
   R-137        L-3        919       1850        282          3
   R-138        L-3       2154       3061        241          1
   R-139        L-5       1247       1722        353          4
   R-140        L-4       2140       3000        235          2
   R-141        L-4       2049       3169        350          5
   R-142        L-1        372       1015        307          5
   R-143        L-3        482        913        240          1
   R-144        L-4       2173       2630        348          2
   R-145        L-1        851       1640        244          1
   R-146        L-3        850       1940        328          2
   R-147        L-5       1019       2328        300          5
   R-148        L-4        994       1953        408          2
   R-149        L-3       1852       2619        245          2
   R-150        L-5        953       2403        210          4
   R-151        L-1        748       2204        433          5
   R-152        L-5        632       1837        398          3
   R-153        L-2        751       1752        313          3
   R-154        L-1       2438       2901        243          1
   R-155        L-3       1687       2650        488          2
   R-156        L-1       2034       3427        478          4
   R-157        L-2       1251       2097        498          3
   R-158        L-3        457       1230        350          5
   R-159        L-1        858       1515        407          2
   R-160        L-5        821       1399        208          1
   R-161        L-3       1848       2971        265          5
   R-162        L-2       2161       3249        237          3
   R-163        L-2        640       1407        459          4
   R-164        L-3       2374       2722        333          1
   R-165        L-2       1355       1617        260          4
   R-166        L-3       2491       3844        284          3
   R-167        L-1       1014       1989        284          2
   R-168        L-4        538        853        298          1
   R-169        L-2       2168       2484        210          3
   R-170        L-4       1444       1995        478          5
   R-171        L-1       1060       1941        462          1
   R-172        L-1        533       1496        310          4
   R-173        L-3        957       2128        493          5
   R-174        L-3       1668       3043        250          3
   R-175        L-3        788       1100        229          1
   R-176        L-3        791       1193        368          5
   R-177        L-5       1173       1515        290          1
   R-178        L-1       1948       2864        202          2
   R-179        L-4        992       2420        272          5
   R-180        L-5       2093       3371        362          4
   R-181        L-3       1118       2380        300          4
   R-182        L-2        451       1317        441          4
   R-183        L-4        852       1524        441          3
   R-184        L-5        966       2289        371          1
   R-185        L-3        339        742        269          1
   R-186        L-1       1255       2245        462          5
