InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        875       2145        414          4
     R-2        L-2       1084       2576        443          5
     R-3        L-1       2360       2686        320          3
     R-4        L-2       1953       2484        235          2
     R-5        L-5        373       1629        423          4
     R-6        L-4        339       1813        368          1
     R-7        L-1       1709       2237        211          1
     R-8        L-5        280       1041        432          3
     R-9        L-2       1843       2600        448          1
    R-10        L-2       2124       2596        320          2
    R-11        L-4        490       1899        262          5
    R-12        L-2       1789       2789        302          5
    R-13        L-4       1877       2973        349          5
    R-14        L-4       1780       3134        362          3
    R-15        L-4        309        881        247          1
    R-16        L-5       2213       3575        235          5
    R-17        L-3       1109       2224        492          5
    R-18        L-3        661       1301        292          3
    R-19        L-1       1619       2478        356          2
    R-20        L-3        468       1635        289          2
    R-21        L-4        350       1310        466          2
    R-22        L-5        258       1640        377          4
    R-23        L-5       1212       1869        325          1
    R-24        L-1       1999       3396        408          3
    R-25        L-1        413       1338        332          4
    R-26        L-1       1218       2312        287          3
    R-27        L-1        798       2055        277          3
    R-28        L-1        771       2221        469          2
    R-29        L-5       1698       2731        278          4
    R-30        L-4       2184       3605        497          3
    R-31        L-2        768       1806        473          1
    R-32        L-3       1766       2078        264          5
    R-33        L-3       1535       2724        327          4
    R-34        L-1        767       1325        268          4
    R-35        L-4        584        930        295          2
    R-36        L-2        494       1330        260          3
    R-37        L-4       2406       3583        366          2
    R-38        L-4        880       1548        292          2
    R-39        L-5       2452       3911        223          1
    R-40        L-1        232       1580        398          4
    R-41        L-5        918       1754        319          3
    R-42        L-2        371       1492        325          3
    R-43        L-5       1408       2868        457          1
    R-44        L-5       2434       3704        230          3
    R-45        L-5       2317       3272        358          5
    R-46        L-5       2496       2923        297          3
    R-47        L-3       1024       1538        381          4
    R-48        L-4        640       1028        238          5
    R-49        L-5        281       1671        426          5
    R-50        L-2       1794       2343        405          1
    R-51        L-2        399        907        422          3
    R-52        L-2       1857       3208        418          4
    R-53        L-2       1778       3141        367          1
    R-54        L-4        353       1151        445          3
    R-55        L-2       1084       2050        430          4
    R-56        L-5       2242       3265        397          4
    R-57        L-3       2347       2881        203          2
    R-58        L-1       1476       2173        400          5
    R-59        L-3        918       2227        240          5
    R-60        L-2       1737       2394        436          4
    R-61        L-5       1043       2175        371          2
    R-62        L-3       1268       1567        241          5
    R-63        L-2       1241       2557        278          2
    R-64        L-4       1336       2051        394          4
    R-65        L-5       1845       3211        423          3
    R-66        L-1        914       1867        396          2
    R-67        L-3       1081       2016        217          1
    R-68        L-4        506       1042        456          5
    R-69        L-1       2007       2928        430          5
    R-70        L-2        805       1685        248          4
    R-71        L-2       1717       2675        201          2
    R-72        L-3       1970       2541        471          2
    R-73        L-2       1908       2814        406          5
    R-74        L-1       2115       3516        209          1
    R-75        L-1       1984       2591        296          4
    R-76        L-4       2356       3836        474          3
    R-77        L-3        825       1477        338          3
    R-78        L-1       1420       1769        204          2
    R-79        L-3       2296       2934        250          3
    R-80        L-1       1643       2204        230          5
    R-81        L-2       2227       3385        340          1
    R-82        L-5        626       1679        319          3
    R-83        L-5       1872       2569        301          4
    R-84        L-2        520       1334        366          5
    R-85        L-2        365       1835        380          1
    R-86        L-2       1709       3140        452          4
    R-87        L-2        277        733        343          5
    R-88        L-4       2384       3276        257          2
    R-89        L-3       2100       2510        387          2
    R-90        L-2       1286       2268        212          2
    R-91        L-2       2396       3696        456          2
    R-92        L-4       2308       3084        484          3
    R-93        L-5        539       1691        322          2
    R-94        L-5       1641       2858        476          2
    R-95        L-2        310        779        416          1
    R-96        L-5       1071       2301        472          3
    R-97        L-4        703       1476        282          5
    R-98        L-2       2102       2945        453          3
    R-99        L-2        955       2149        420          4
   R-100        L-5       2154       2571        335          4
   R-101        L-5       1043       1949        218          4
   R-102        L-2       1436       2155        271          4
   R-103        L-1        782       1250        401          5
   R-104        L-4       1414       2761        495          2
   R-105        L-4       2190       3639        316          1
   R-106        L-4        310        969        389          3
   R-107        L-5       2090       3268        381          4
   R-108        L-3        489       1034        331          3
   R-109        L-5       2079       2749        263          3
   R-110        L-2        516       1382        357          2
   R-111        L-2       1284       2142        253          5
   R-112        L-4       1047       2334        268          2
   R-113        L-3        331       1772        371          1
   R-114        L-1        991       1844        272          3
   R-115        L-5       1894       2376        230          5
   R-116        L-4        286       1513        319          5
   R-117        L-4       2401       3263        480          1
   R-118        L-4       1698       2680        273          4
   R-119        L-4       2071       2991        463          2
   R-120        L-5        281       1166        432          5
   R-121        L-2        555       1934        376          2
   R-122        L-3        255       1262        338          3
   R-123        L-2       1082       2241        224          2
   R-124        L-2        821       2304        205          2
   R-125        L-2       1105       1701        482          5
   R-126        L-1        673       1330        407          2
   R-127        L-1       1052       1563        475          2
   R-128        L-2       1099       1687        490          2
   R-129        L-5       1968       3270        495          1
   R-130        L-3       1837       2842        354          4
   R-131        L-1        340       1345        495          4
   R-132        L-1       2174       2544        293          3
   R-133        L-2       2132       3552        334          3
   R-134        L-3       1596       2990        389          4
   R-135        L-3       1400       1863        227          5
   R-136        L-2        570       1684        449          2
   R-137        L-1       1477       2633        357          3
   R-138        L-3       2012       2430        318          4
   R-139        L-2       2299       3522        254          5
   R-140        L-4       1690       2086        301          3
   R-141        L-1       1552       2356        422          4
   R-142        L-1       2259       2894        302          2
   R-143        L-1       1077       2050        284          2
   R-144        L-5       2044       3097        327          4
   R-145        L-3        977       1691        343          4
   R-146        L-2        787       1908        368          3
   R-147        L-3        521       1253        229          3
   R-148        L-4       2493       3229        394          1
   R-149        L-5       1317       2086        336          2
   R-150        L-4        696       1338        212          2
   R-151        L-2       2245       3141        463          4
   R-152        L-5       1759       2374        350          4
   R-153        L-1        398        676        270          2
   R-154        L-1       2061       3286        256          1
   R-155        L-5       1542       2159        256          5
   R-156        L-4       1411       2435        428          4
   R-157        L-3       2469       3299        259          1
   R-158        L-3       1876       3155        331          3
   R-159        L-3       1630       2984        269          3
   R-160        L-3       1038       1507        282          2
   R-161        L-2        214        676        374          3
   R-162        L-1       1072       1581        458          1
   R-163        L-2        910       2410        366          2
   R-164        L-1       1520       2212        286          2
   R-165        L-3       1463       2391        411          2
   R-166        L-1       1822       2824        396          2
   R-167        L-3       1425       2255        364          4
   R-168        L-4        975       2167        242          2
   R-169        L-4        965       1491        424          4
   R-170        L-2        547       1529        484          5
   R-171        L-3        693        960        204          5
   R-172        L-1        779       2269        200          4
   R-173        L-3        568       1478        493          5
   R-174        L-3       1831       3256        425          2
   R-175        L-1       1421       2354        315          2
   R-176        L-5        853       1905        410          3
   R-177        L-1       1643       3143        400          3
   R-178        L-1       2384       2949        461          2
   R-179        L-4       1184       2318        435          3
   R-180        L-4       2311       3763        323          3
   R-181        L-3        998       1812        492          5
   R-182        L-2       2179       3512        473          3
   R-183        L-5       1033       2431        291          2
   R-184        L-4        587       1424        294          4
   R-185        L-5       2391       3237        338          3
   R-186        L-5        556       1415        259          1
   R-187        L-1       1032       1855        475          5
   R-188        L-4       2470       3414        459          4
   R-189        L-4       1824       2525        333          2
   R-190        L-4        262       1382        349          2
   R-191        L-3       1267       2676        403          5
   R-192        L-3       1146       2118        230          3
   R-193        L-5       1596       2943        471          1
   R-194        L-2       1280       2041        282          1
   R-195        L-5       1570       2235        315          2
   R-196        L-1       1491       2132        469          1
   R-197        L-2       2170       3275        490          2
   R-198        L-4       1825       2836        392          1
   R-199        L-5        879       1534        274          4
   R-200        L-4       2034       3144        284          3
