InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-5        333       1740        419          1
     R-2        L-3       1044       2486        436          2
     R-3        L-3        340       1809        466          1
     R-4        L-4       1223       1698        384          2
     R-5        L-3       1654       2911        395          3
     R-6        L-3       2071       2980        289          2
     R-7        L-5       2071       3293        322          4
     R-8        L-2        381        883        498          2
     R-9        L-3        998       2451        355          2
    R-10        L-4       1487       2429        481          4
    R-11        L-5        466       1297        499          2
    R-12        L-1       1118       2017        411          1
    R-13        L-5       2234       2735        354          1
    R-14        L-5        813       1975        396          2
    R-15        L-2        662       1815        249          2
    R-16        L-4       1628       2897        421          2
    R-17        L-2       1325       2666        273          1
    R-18        L-2       1293       2345        433          2
    R-19        L-3        921       2077        445          4
    R-20        L-1       1116       2433        202          3
    R-21        L-3       1508       1995        324          4
    R-22        L-4       1858       2518        498          4
    R-23        L-5       1188       2212        468          4
    R-24        L-4       2247       2819        232          4
    R-25        L-5       1843       2973        269          5
    R-26        L-4       1630       2899        475          2
    R-27        L-4       2488       3115        425          1
    R-28        L-1        211        767        424          3
    R-29        L-5        579       1078        277          4
    R-30        L-4       2186       3396        271          5
    R-31        L-4       2031       2936        375          4
    R-32        L-2       1545       2325        466          3
    R-33        L-4        334       1812        300          1
    R-34        L-2        676       1918        351          3
    R-35        L-5        564       2010        223          1
    R-36        L-2       1369       2629        283          3
    R-37        L-2       1841       2855        298          1
    R-38        L-1        997       1840        418          3
    R-39        L-4       2099       3433        467          5
    R-40        L-1       1054       2136        336          1
    R-41        L-4       1058       2311        417          2
    R-42        L-1        487       1085        416          3
    R-43        L-4       1243       2562        384          2
    R-44        L-5       1357       2397        438          4
    R-45        L-4       2278       3440        334          3
    R-46        L-4       1629       2958        341          4
    R-47        L-3       2165       3512        242          4
    R-48        L-5        890       1436        412          3
    R-49        L-1        266       1292        367          4
    R-50        L-2       1731       2456        344          2
