InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1        750       2108        491          3
     R-2        L-4        682       2055        453          4
     R-3        L-1       1059       2306        248          4
     R-4        L-3       1972       3085        201          2
     R-5        L-1        618       1042        362          1
     R-6        L-2       2417       3401        204          4
     R-7        L-4        318       1242        470          4
     R-8        L-2       2464       3490        319          2
     R-9        L-4       2082       2474        348          5
    R-10        L-1        609       1511        295          3
    R-11        L-2       2251       3706        416          3
    R-12        L-4       1363       2859        500          5
    R-13        L-2       1811       3011        217          4
    R-14        L-5       1897       2936        288          3
    R-15        L-1        554       2019        424          2
    R-16        L-4       2333       3492        401          1
    R-17        L-5       2122       2975        222          5
    R-18        L-5       1812       2444        287          2
    R-19        L-5        250       1657        302          2
    R-20        L-5       1856       3023        463          3
    R-21        L-5       2080       3539        337          1
    R-22        L-5       1771       2497        462          5
    R-23        L-4       1041       1573        418          3
    R-24        L-4       2470       3805        302          4
    R-25        L-1       1661       2781        412          5
    R-26        L-5       2412       3719        369          1
    R-27        L-5       1140       2557        290          2
    R-28        L-3        575       1873        482          1
    R-29        L-4        488        764        242          1
    R-30        L-1       1351       2228        327          5
    R-31        L-1        956       1926        376          2
    R-32        L-2        853       2263        330          3
    R-33        L-4       1406       2497        432          4
    R-34        L-4        667       1517        212          3
    R-35        L-1       1924       2749        296          3
    R-36        L-1       2289       3480        307          2
    R-37        L-1        273        975        403          2
    R-38        L-5       2025       3357        459          2
    R-39        L-5       2315       3202        430          1
    R-40        L-3       1817       3133        494          4
    R-41        L-2        440       1049        352          1
    R-42        L-3       1454       1846        236          3
    R-43        L-2        848       1777        413          1
    R-44        L-2       2496       3924        219          5
    R-45        L-1       2087       3416        287          4
    R-46        L-2       1020       1599        377          5
    R-47        L-1       1973       3280        299          4
    R-48        L-1       1412       2893        458          3
    R-49        L-2       1847       2228        344          2
    R-50        L-2       1542       2831        488          3
