InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-5        774       1146        324          4
     R-2        L-1        954       1922        261          2
     R-3        L-5       1302       2181        225          2
     R-4        L-5       2460       2979        420          1
     R-5        L-2       1281       2503        359          2
     R-6        L-5        656       1697        498          1
     R-7        L-2       1537       2437        371          4
     R-8        L-3       1479       2233        463          3
     R-9        L-3        957       1478        421          5
    R-10        L-5        332       1261        414          3
    R-11        L-2       2318       3540        409          3
    R-12        L-3       1730       2184        403          5
    R-13        L-4       2499       3516        478          5
    R-14        L-4       1950       2380        245          3
    R-15        L-1        603       1848        421          2
    R-16        L-1       2297       3439        322          1
    R-17        L-1       2079       2729        299          5
    R-18        L-3       1741       2485        378          3
    R-19        L-1        983       1485        427          5
    R-20        L-1        751       1260        303          2
    R-21        L-5       1882       2446        262          4
    R-22        L-5        377       1658        261          2
    R-23        L-1       1364       2781        442          3
    R-24        L-1        653       1229        332          2
    R-25        L-3       2248       2758        379          1
    R-26        L-2        901       1873        422          1
    R-27        L-1        513       1531        297          2
    R-28        L-1       2388       3714        330          2
    R-29        L-5        295        835        341          4
    R-30        L-1       1050       2160        406          5
    R-31        L-4        938       1643        219          5
    R-32        L-4        335       1056        305          4
    R-33        L-3        401       1766        414          2
    R-34        L-1       1145       1947        257          5
    R-35        L-1        846       1789        291          1
    R-36        L-1       2242       3096        281          4
    R-37        L-2        322        671        341          4
    R-38        L-2       1155       2461        426          3
    R-39        L-4       1602       1952        332          5
    R-40        L-3        639       2057        289          3
    R-41        L-3       2300       3019        334          3
    R-42        L-5       2352       3345        281          4
    R-43        L-2       2247       3619        269          4
    R-44        L-4       1861       2394        375          5
    R-45        L-1        998       1455        282          4
    R-46        L-5       1585       2016        320          5
    R-47        L-3        826       2268        300          5
    R-48        L-1        202       1328        469          1
    R-49        L-1       2275       2634        226          5
    R-50        L-5        472       1290        291          3
    R-51        L-5       1480       2966        410          3
    R-52        L-5       1519       2224        226          3
    R-53        L-2       1352       2041        201          1
    R-54        L-1        682       1654        361          3
    R-55        L-3        661       1824        252          2
    R-56        L-4        854       1880        444          4
    R-57        L-3       1650       2747        271          2
    R-58        L-1       2416       3499        316          4
    R-59        L-1       1346       2254        463          2
    R-60        L-2       1178       2675        358          4
    R-61        L-2        400       1230        331          1
    R-62        L-2       2490       3604        446          5
    R-63        L-2       1743       2673        235          4
    R-64        L-4        741       2155        498          4
    R-65        L-4       2406       3438        224          4
    R-66        L-1       1678       2569        306          1
    R-67        L-1        672       1879        279          2
    R-68        L-1       2134       2726        336          2
    R-69        L-5       1442       2407        475          2
