InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-5       2445       3391        238          5
     R-2        L-3       1382       2671        244          4
     R-3        L-1       1901       2176        209          4
     R-4        L-4       1120       1673        378          3
     R-5        L-4       2421       3243        414          2
     R-6        L-5       1098       2355        422          5
     R-7        L-4       1004       2172        478          3
     R-8        L-4       1339       2251        462          4
     R-9        L-3       2312       3213        273          5
    R-10        L-3       2130       2736        403          2
    R-11        L-1       1281       2254        276          5
    R-12        L-4       1829       2962        283          4
    R-13        L-2       1352       2288        279          3
    R-14        L-4        262       1289        211          5
    R-15        L-3        756       1487        423          1
    R-16        L-1        397       1247        220          1
    R-17        L-5       2322       2629        229          1
    R-18        L-3        819       2027        289          2
    R-19        L-3        469       1077        214          4
    R-20        L-1        291        954        264          2
    R-21        L-2        337       1187        393          2
    R-22        L-2       2380       3386        324          1
    R-23        L-3        672       1423        493          2
    R-24        L-4       1898       2785        228          3
    R-25        L-1        868       2049        347          4
    R-26        L-4        415       1649        393          1
    R-27        L-2       1530       2209        399          2
    R-28        L-5       1610       2877        441          1
    R-29        L-1       1530       2803        301          4
    R-30        L-2       1109       2340        319          5
    R-31        L-1       1591       2236        285          4
    R-32        L-4        416       1839        480          3
    R-33        L-2        422       1294        254          3
    R-34        L-5       1096       1745        259          2
    R-35        L-3       1026       1792        254          3
    R-36        L-2        236       1269        276          2
    R-37        L-3       1972       2796        312          5
    R-38        L-4       1576       2741        363          3
    R-39        L-5       1058       1648        258          5
    R-40        L-1        498        978        331          2
    R-41        L-3       1036       1384        265          3
    R-42        L-1       1505       2325        234          3
    R-43        L-3       1927       2566        387          3
    R-44        L-2        707       1891        475          5
    R-45        L-4        916       1408        460          2
    R-46        L-2       1496       2697        308          2
    R-47        L-5       1840       3039        427          5
    R-48        L-4        445       1249        303          3
    R-49        L-5       1499       2565        459          5
    R-50        L-2       1088       2449        330          2
