InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-5        333       1740        419          1
     R-2        L-3       1044       2486        436          2
     R-3        L-3        340       1809        466          1
     R-4        L-4       1223       1698        384          2
     R-5        L-3       1654       2911        395          3
     R-6        L-3       2071       2980        289          2
     R-7        L-5       2071       3293        322          4
     R-8        L-2        381        883        498          2
     R-9        L-3        998       2451        355          2
    R-10        L-4       1487       2429        481          4
    R-11        L-5        466       1297        499          2
    R-12        L-1       1118       2017        411          1
    R-13        L-5       2234       2735        354          1
    R-14        L-5        813       1975        396          2
    R-15        L-2        662       1815        249          2
    R-16        L-4       1628       2897        421          2
    R-17        L-2       1325       2666        273          1
    R-18        L-2       1293       2345        433          2
    R-19        L-3        921       2077        445          4
    R-20        L-1       1116       2433        202          3
    R-21        L-3       1508       1995        324          4
    R-22        L-4       1858       2518        498          4
    R-23        L-5       1188       2212        468          4
    R-24        L-4       2247       2819        232          4
    R-25        L-5       1843       2973        269          5
    R-26        L-4       1630       2899        475          2
    R-27        L-4       2488       3115        425          1
    R-28        L-1        211        767        424          3
    R-29        L-5        579       1078        277          4
    R-30        L-4       2186       3396        271          5
    R-31        L-4       2031       2936        375          4
    R-32        L-2       1545       2325        466          3
    R-33        L-4        334       1812        300          1
    R-34        L-2        676       1918        351          3
    R-35        L-5        564       2010        223          1
    R-36        L-2       1369       2629        283          3
    R-37        L-2       1841       2855        298          1
    R-38        L-1        997       1840        418          3
    R-39        L-4       2099       3433        467          5
    R-40        L-1       1054       2136        336          1
    R-41        L-4       1058       2311        417          2
    R-42        L-1        487       1085        416          3
    R-43        L-4       1243       2562        384          2
    R-44        L-5       1357       2397        438          4
    R-45        L-4       2278       3440        334          3
    R-46        L-4       1629       2958        341          4
    R-47        L-3       2165       3512        242          4
    R-48        L-5        890       1436        412          3
    R-49        L-1        266       1292        367          4
    R-50        L-2       1731       2456        344          2
    R-51        L-1       1460       2846        248          2
    R-52        L-5        502       1309        415          5
    R-53        L-2       1999       3010        208          3
    R-54        L-1        981       2117        467          5
    R-55        L-3        405       1780        218          4
    R-56        L-1       1529       2139        287          5
    R-57        L-5       1614       1961        284          5
    R-58        L-4       1630       2688        245          5
    R-59        L-4       1624       2152        230          4
    R-60        L-3       2049       2833        426          4
    R-61        L-4       1606       2617        486          4
    R-62        L-2        996       2131        249          1
    R-63        L-4        967       2431        297          3
    R-64        L-5       2490       2984        392          1
    R-65        L-1        877       1693        359          5
    R-66        L-3        923       2330        251          2
    R-67        L-5       1439       2470        221          4
    R-68        L-4        518       1293        376          2
    R-69        L-3        889       2254        407          1
    R-70        L-4        909       2389        290          2
    R-71        L-4       2302       2895        400          1
    R-72        L-3       1162       2281        254          3
    R-73        L-5       2385       3342        250          5
    R-74        L-3       2146       3561        325          1
    R-75        L-1        847       1712        397          5
    R-76        L-4       2142       3574        251          5
    R-77        L-1       1092       2166        347          2
    R-78        L-1       2486       3010        471          4
    R-79        L-3        328       1417        208          2
    R-80        L-4        394       1441        383          2
    R-81        L-3        277        842        305          2
    R-82        L-5       1211       2328        326          5
    R-83        L-1       1915       3176        482          2
    R-84        L-1        222        541        263          2
    R-85        L-1        710       1245        397          4
    R-86        L-5        948       1460        415          2
    R-87        L-4        416       1748        392          3
    R-88        L-4        960       1993        217          4
    R-89        L-3       1693       2213        236          3
    R-90        L-1        921       2110        246          2
    R-91        L-3       1338       2652        240          2
    R-92        L-3        628       1348        474          5
    R-93        L-3       1570       2950        201          5
    R-94        L-1       1951       2709        460          1
    R-95        L-1        447       1851        308          2
    R-96        L-2        800       2013        356          1
    R-97        L-4       1732       2432        464          3
    R-98        L-2       2101       2897        437          1
    R-99        L-2       1849       3051        278          3
   R-100        L-1       2275       3031        440          4
   R-101        L-3       1794       3040        285          2
   R-102        L-5       2226       3415        466          5
   R-103        L-3       1754       2678        276          2
   R-104        L-3        426        969        434          5
   R-105        L-5       2337       3339        224          1
   R-106        L-1        347        680        265          3
   R-107        L-5       1982       3273        313          1
   R-108        L-4        621       1605        234          4
   R-109        L-4       1475       2024        290          5
   R-110        L-2       2413       3205        298          4
   R-111        L-4       1093       2558        463          2
   R-112        L-5        478       1269        474          5
   R-113        L-4       2404       2816        266          4
   R-114        L-4        563        894        307          2
   R-115        L-2        899       2073        387          2
   R-116        L-2       1567       2450        353          1
   R-117        L-3       2184       3325        413          1
   R-118        L-5       1533       2910        350          1
   R-119        L-2       1865       3150        345          1
   R-120        L-1       1912       2520        419          4
   R-121        L-5        861       1873        237          1
   R-122        L-5        228       1226        466          4
   R-123        L-4        548       1200        415          4
   R-124        L-4       1104       1552        401          4
   R-125        L-5       2219       3244        414          2
   R-126        L-4       2046       2795        285          4
   R-127        L-5       2115       3139        406          4
   R-128        L-4        295       1503        456          3
   R-129        L-3        952       1728        320          5
   R-130        L-5        857       1383        471          5
   R-131        L-4        332        897        229          3
   R-132        L-2        874       1232        300          4
   R-133        L-2       1486       2739        221          1
   R-134        L-4        270       1544        272          3
   R-135        L-3        290       1434        415          1
   R-136        L-2        833       1248        330          2
   R-137        L-3        668       2100        463          3
   R-138        L-3       1511       2429        482          5
   R-139        L-1       1406       1940        419          4
   R-140        L-4       1673       3016        448          3
   R-141        L-2        486       1955        280          5
   R-142        L-1       1517       2271        347          5
   R-143        L-2       1959       2530        221          4
   R-144        L-4       1676       2322        401          2
   R-145        L-1       1029       2393        494          4
   R-146        L-3        419       1758        481          4
   R-147        L-2        539       1284        244          2
   R-148        L-4       2040       2837        407          2
   R-149        L-2       1981       2781        411          3
   R-150        L-5       2171       2843        266          1
   R-151        L-1       2341       3023        295          4
   R-152        L-5       2414       3852        201          2
   R-153        L-5       1541       2906        361          2
   R-154        L-4       2122       3214        324          4
   R-155        L-5       2280       3397        254          5
   R-156        L-1        579       1025        326          1
   R-157        L-3       1307       2201        326          3
   R-158        L-3       2391       3056        388          5
   R-159        L-4        724        988        236          1
   R-160        L-5       1852       2397        211          2
   R-161        L-4       1870       3167        323          1
   R-162        L-3        903       1844        240          2
   R-163        L-1        434       1924        426          1
   R-164        L-5        336       1600        424          5
   R-165        L-3       1471       2663        495          3
