InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        875       2145        414          4
     R-2        L-2       1084       2576        443          5
     R-3        L-1       2360       2686        320          3
     R-4        L-2       1953       2484        235          2
     R-5        L-5        373       1629        423          4
     R-6        L-4        339       1813        368          1
     R-7        L-1       1709       2237        211          1
     R-8        L-5        280       1041        432          3
     R-9        L-2       1843       2600        448          1
    R-10        L-2       2124       2596        320          2
    R-11        L-4        490       1899        262          5
    R-12        L-2       1789       2789        302          5
    R-13        L-4       1877       2973        349          5
    R-14        L-4       1780       3134        362          3
    R-15        L-4        309        881        247          1
    R-16        L-5       2213       3575        235          5
    R-17        L-3       1109       2224        492          5
    R-18        L-3        661       1301        292          3
    R-19        L-1       1619       2478        356          2
    R-20        L-3        468       1635        289          2
    R-21        L-4        350       1310        466          2
    R-22        L-5        258       1640        377          4
    R-23        L-5       1212       1869        325          1
    R-24        L-1       1999       3396        408          3
    R-25        L-1        413       1338        332          4
    R-26        L-1       1218       2312        287          3
    R-27        L-1        798       2055        277          3
    R-28        L-1        771       2221        469          2
    R-29        L-5       1698       2731        278          4
    R-30        L-4       2184       3605        497          3
    R-31        L-2        768       1806        473          1
    R-32        L-3       1766       2078        264          5
    R-33        L-3       1535       2724        327          4
    R-34        L-1        767       1325        268          4
    R-35        L-4        584        930        295          2
    R-36        L-2        494       1330        260          3
    R-37        L-4       2406       3583        366          2
    R-38        L-4        880       1548        292          2
    R-39        L-5       2452       3911        223          1
    R-40        L-1        232       1580        398          4
    R-41        L-5        918       1754        319          3
    R-42        L-2        371       1492        325          3
    R-43        L-5       1408       2868        457          1
    R-44        L-5       2434       3704        230          3
    R-45        L-5       2317       3272        358          5
    R-46        L-5       2496       2923        297          3
    R-47        L-3       1024       1538        381          4
    R-48        L-4        640       1028        238          5
    R-49        L-5        281       1671        426          5
    R-50        L-2       1794       2343        405          1
    R-51        L-2        399        907        422          3
    R-52        L-2       1857       3208        418          4
    R-53        L-2       1778       3141        367          1
    R-54        L-4        353       1151        445          3
    R-55        L-2       1084       2050        430          4
    R-56        L-5       2242       3265        397          4
    R-57        L-3       2347       2881        203          2
    R-58        L-1       1476       2173        400          5
    R-59        L-3        918       2227        240          5
    R-60        L-2       1737       2394        436          4
    R-61        L-5       1043       2175        371          2
    R-62        L-3       1268       1567        241          5
    R-63        L-2       1241       2557        278          2
    R-64        L-4       1336       2051        394          4
    R-65        L-5       1845       3211        423          3
    R-66        L-1        914       1867        396          2
    R-67        L-3       1081       2016        217          1
    R-68        L-4        506       1042        456          5
    R-69        L-1       2007       2928        430          5
    R-70        L-2        805       1685        248          4
    R-71        L-2       1717       2675        201          2
    R-72        L-3       1970       2541        471          2
    R-73        L-2       1908       2814        406          5
    R-74        L-1       2115       3516        209          1
    R-75        L-1       1984       2591        296          4
    R-76        L-4       2356       3836        474          3
    R-77        L-3        825       1477        338          3
    R-78        L-1       1420       1769        204          2
    R-79        L-3       2296       2934        250          3
    R-80        L-1       1643       2204        230          5
    R-81        L-2       2227       3385        340          1
    R-82        L-5        626       1679        319          3
    R-83        L-5       1872       2569        301          4
    R-84        L-2        520       1334        366          5
    R-85        L-2        365       1835        380          1
    R-86        L-2       1709       3140        452          4
    R-87        L-2        277        733        343          5
    R-88        L-4       2384       3276        257          2
    R-89        L-3       2100       2510        387          2
    R-90        L-2       1286       2268        212          2
    R-91        L-2       2396       3696        456          2
    R-92        L-4       2308       3084        484          3
    R-93        L-5        539       1691        322          2
    R-94        L-5       1641       2858        476          2
    R-95        L-2        310        779        416          1
    R-96        L-5       1071       2301        472          3
    R-97        L-4        703       1476        282          5
    R-98        L-2       2102       2945        453          3
    R-99        L-2        955       2149        420          4
   R-100        L-5       2154       2571        335          4
   R-101        L-5       1043       1949        218          4
   R-102        L-2       1436       2155        271          4
   R-103        L-1        782       1250        401          5
   R-104        L-4       1414       2761        495          2
   R-105        L-4       2190       3639        316          1
   R-106        L-4        310        969        389          3
   R-107        L-5       2090       3268        381          4
   R-108        L-3        489       1034        331          3
   R-109        L-5       2079       2749        263          3
   R-110        L-2        516       1382        357          2
   R-111        L-2       1284       2142        253          5
   R-112        L-4       1047       2334        268          2
   R-113        L-3        331       1772        371          1
   R-114        L-1        991       1844        272          3
   R-115        L-5       1894       2376        230          5
   R-116        L-4        286       1513        319          5
   R-117        L-4       2401       3263        480          1
   R-118        L-4       1698       2680        273          4
   R-119        L-4       2071       2991        463          2
   R-120        L-5        281       1166        432          5
   R-121        L-2        555       1934        376          2
   R-122        L-3        255       1262        338          3
   R-123        L-2       1082       2241        224          2
   R-124        L-2        821       2304        205          2
   R-125        L-2       1105       1701        482          5
   R-126        L-1        673       1330        407          2
   R-127        L-1       1052       1563        475          2
   R-128        L-2       1099       1687        490          2
   R-129        L-5       1968       3270        495          1
   R-130        L-3       1837       2842        354          4
   R-131        L-1        340       1345        495          4
   R-132        L-1       2174       2544        293          3
   R-133        L-2       2132       3552        334          3
   R-134        L-3       1596       2990        389          4
   R-135        L-3       1400       1863        227          5
   R-136        L-2        570       1684        449          2
   R-137        L-1       1477       2633        357          3
   R-138        L-3       2012       2430        318          4
   R-139        L-2       2299       3522        254          5
   R-140        L-4       1690       2086        301          3
   R-141        L-1       1552       2356        422          4
   R-142        L-1       2259       2894        302          2
   R-143        L-1       1077       2050        284          2
   R-144        L-5       2044       3097        327          4
   R-145        L-3        977       1691        343          4
   R-146        L-2        787       1908        368          3
   R-147        L-3        521       1253        229          3
   R-148        L-4       2493       3229        394          1
   R-149        L-5       1317       2086        336          2
   R-150        L-4        696       1338        212          2
   R-151        L-2       2245       3141        463          4
   R-152        L-5       1759       2374        350          4
   R-153        L-1        398        676        270          2
   R-154        L-1       2061       3286        256          1
   R-155        L-5       1542       2159        256          5
   R-156        L-4       1411       2435        428          4
   R-157        L-3       2469       3299        259          1
   R-158        L-3       1876       3155        331          3
   R-159        L-3       1630       2984        269          3
   R-160        L-3       1038       1507        282          2
   R-161        L-2        214        676        374          3
   R-162        L-1       1072       1581        458          1
   R-163        L-2        910       2410        366          2
   R-164        L-1       1520       2212        286          2
   R-165        L-3       1463       2391        411          2
   R-166        L-1       1822       2824        396          2
   R-167        L-3       1425       2255        364          4
   R-168        L-4        975       2167        242          2
   R-169        L-4        965       1491        424          4
   R-170        L-2        547       1529        484          5
   R-171        L-3        693        960        204          5
   R-172        L-1        779       2269        200          4
   R-173        L-3        568       1478        493          5
   R-174        L-3       1831       3256        425          2
   R-175        L-1       1421       2354        315          2
   R-176        L-5        853       1905        410          3
   R-177        L-1       1643       3143        400          3
   R-178        L-1       2384       2949        461          2
   R-179        L-4       1184       2318        435          3
   R-180        L-4       2311       3763        323          3
   R-181        L-3        998       1812        492          5
   R-182        L-2       2179       3512        473          3
   R-183        L-5       1033       2431        291          2
   R-184        L-4        587       1424        294          4
   R-185        L-5       2391       3237        338          3
   R-186        L-5        556       1415        259          1
   R-187        L-1       1032       1855        475          5
   R-188        L-4       2470       3414        459          4
   R-189        L-4       1824       2525        333          2
   R-190        L-4        262       1382        349          2
   R-191        L-3       1267       2676        403          5
   R-192        L-3       1146       2118        230          3
   R-193        L-5       1596       2943        471          1
   R-194        L-2       1280       2041        282          1
   R-195        L-5       1570       2235        315          2
   R-196        L-1       1491       2132        469          1
   R-197        L-2       2170       3275        490          2
   R-198        L-4       1825       2836        392          1
   R-199        L-5        879       1534        274          4
   R-200        L-4       2034       3144        284          3
   R-201        L-2        684       2040        304          1
   R-202        L-1        664       1117        372          4
   R-203        L-4       1580       2471        481          3
   R-204        L-5        544       1059        405          5
   R-205        L-5       1225       2232        275          4
   R-206        L-4        563       1133        363          4
   R-207        L-3       1886       3298        431          5
   R-208        L-1        433       1341        410          5
   R-209        L-3       1286       2576        323          3
   R-210        L-4       2491       3385        418          4
   R-211        L-3       1602       2540        297          3
   R-212        L-1       1359       1840        428          3
   R-213        L-4        485       1764        260          3
   R-214        L-2       1934       3100        368          5
   R-215        L-2       1263       1786        238          5
   R-216        L-4        516       1579        302          5
   R-217        L-4       2447       3727        462          1
   R-218        L-5       2314       2765        274          4
   R-219        L-2       2220       3369        297          2
   R-220        L-2       1331       1674        305          2
   R-221        L-5        410       1593        370          2
   R-222        L-1        653       1634        405          5
   R-223        L-4       1303       2021        218          4
   R-224        L-3       1932       2434        376          4
   R-225        L-5       1315       1567        212          2
   R-226        L-3        334       1575        448          4
   R-227        L-3        530       1899        497          1
   R-228        L-2       1273       2263        362          1
   R-229        L-1        740       2191        286          3
   R-230        L-5       2295       3372        282          5
   R-231        L-3       1122       1503        212          4
   R-232        L-4        557       1735        468          4
   R-233        L-4       2146       2618        328          3
   R-234        L-2       1198       2359        472          1
   R-235        L-5        842       2094        444          2
   R-236        L-4        205        706        471          3
   R-237        L-3        493       1135        273          1
   R-238        L-4        769       1492        494          2
   R-239        L-3       1028       2404        387          1
   R-240        L-3        791       1769        266          4
   R-241        L-4       1346       2434        352          3
   R-242        L-5       1048       2039        293          1
   R-243        L-3       1292       2699        325          5
   R-244        L-3       1868       2824        312          2
   R-245        L-1       2457       3901        204          5
   R-246        L-4        351       1107        435          4
   R-247        L-5       2056       2840        468          4
   R-248        L-5       1984       2602        316          5
   R-249        L-4       2427       3347        221          1
   R-250        L-3       2487       3817        457          3
   R-251        L-1       1947       2792        263          3
   R-252        L-2       1211       2530        356          1
   R-253        L-3       1546       2863        371          4
   R-254        L-4        919       2074        423          2
   R-255        L-5       2297       3091        295          4
   R-256        L-1        525       1268        392          3
   R-257        L-5        815       1841        428          4
   R-258        L-2       1774       2300        361          4
   R-259        L-2       1471       2591        492          5
   R-260        L-3        433       1563        365          5
   R-261        L-1       1522       2087        210          4
   R-262        L-2       1440       2102        428          1
   R-263        L-4        327       1118        305          1
   R-264        L-1       1827       2524        281          4
   R-265        L-4        268        839        491          4
   R-266        L-4        343       1599        268          5
   R-267        L-1       1010       1284        270          5
   R-268        L-3       1612       2280        265          5
   R-269        L-2       2306       3164        249          4
   R-270        L-5       1663       2202        402          3
   R-271        L-4       2489       3890        476          3
   R-272        L-1        367       1244        422          2
   R-273        L-1       1448       2835        447          3
   R-274        L-5       2395       3560        379          1
   R-275        L-4        350       1171        359          3
   R-276        L-1       1938       2939        249          2
   R-277        L-4       1588       3058        482          1
   R-278        L-1        783       1853        359          4
   R-279        L-3       1807       2354        252          1
   R-280        L-2       1017       1667        273          4
   R-281        L-3       2027       2731        460          4
   R-282        L-3        854       1201        273          1
   R-283        L-3       1979       2803        241          3
   R-284        L-2        493       1548        309          5
   R-285        L-2       2250       3359        445          4
   R-286        L-2       1363       2224        232          4
   R-287        L-1        819       2089        420          3
   R-288        L-4       2453       3188        337          5
   R-289        L-2       1775       3147        476          2
   R-290        L-3        552       1901        427          4
   R-291        L-3        708       2174        489          5
   R-292        L-2        686       1440        337          1
   R-293        L-5        468        793        318          3
   R-294        L-5        370       1008        438          3
   R-295        L-2       2368       3084        461          3
   R-296        L-5       1995       2925        201          4
   R-297        L-2        739       1219        423          5
   R-298        L-4       2337       3177        439          2
   R-299        L-2       1326       1916        304          2
   R-300        L-2        812       1925        352          5
   R-301        L-1       1793       3254        459          5
   R-302        L-5        701       1867        325          1
   R-303        L-2       2029       3019        255          3
   R-304        L-5       2067       3409        317          5
   R-305        L-3       2211       2747        291          1
   R-306        L-5        380        793        396          2
   R-307        L-3        236       1122        294          3
   R-308        L-2       1557       2330        477          5
   R-309        L-5       1334       2495        362          1
   R-310        L-4       1726       3174        214          4
   R-311        L-5       1721       3203        251          3
   R-312        L-1        649       1677        366          5
   R-313        L-4       2056       3077        439          2
   R-314        L-1        526       1245        233          1
   R-315        L-4        719       1023        237          4
   R-316        L-4       1448       2704        404          4
   R-317        L-5        840       1335        276          2
   R-318        L-4       2383       3139        246          3
   R-319        L-1       1199       1687        313          1
   R-320        L-4       1925       3008        314          1
   R-321        L-4       1200       2615        366          2
   R-322        L-4        836       1386        479          4
   R-323        L-2       1153       2469        205          1
   R-324        L-1        669       2037        451          1
   R-325        L-1       2234       3375        224          3
   R-326        L-5        899       1619        259          2
   R-327        L-3        608       1684        466          5
   R-328        L-1       2126       2931        317          1
   R-329        L-5       1988       3336        344          4
   R-330        L-5       2078       2785        486          5
   R-331        L-5       1672       2596        373          4
   R-332        L-4       1605       2660        489          1
   R-333        L-5        799       1788        303          1
   R-334        L-4       1572       2251        357          3
   R-335        L-1       2331       2931        478          5
   R-336        L-4       1793       2709        321          4
   R-337        L-1       1731       2312        210          2
   R-338        L-2       1752       2762        211          1
   R-339        L-5       2128       3380        376          4
   R-340        L-1        923       1477        435          3
   R-341        L-4       2372       2911        355          2
   R-342        L-2       1608       2196        375          1
   R-343        L-2        950       1226        227          4
   R-344        L-3       1654       2129        236          3
   R-345        L-4       1660       2254        238          2
   R-346        L-4       2477       3292        232          2
   R-347        L-4       1734       2246        230          1
   R-348        L-5       2051       2555        223          1
   R-349        L-4       1368       1721        237          2
   R-350        L-2        620       1384        443          4
   R-351        L-4        995       2461        367          3
   R-352        L-5        296        655        229          1
   R-353        L-4        413       1434        423          5
   R-354        L-1        890       1623        417          4
   R-355        L-2        945       2372        469          3
   R-356        L-1       2265       3347        438          2
   R-357        L-1       2114       3037        499          1
   R-358        L-1        670       1543        313          5
   R-359        L-5       1629       2020        268          3
   R-360        L-2       1759       2168        243          2
   R-361        L-3       1611       2268        287          1
   R-362        L-3        625       2090        281          1
   R-363        L-3        826       1275        208          5
   R-364        L-4       1605       2735        262          5
   R-365        L-3       1232       1843        210          5
   R-366        L-2        326        862        311          2
