InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3       1744       2389        207          4
     R-2        L-3        373        774        330          5
     R-3        L-1       1937       3391        249          5
     R-4        L-2       1007       2115        462          5
     R-5        L-5       1669       3093        463          1
     R-6        L-4        602       1464        498          3
     R-7        L-1        975       2200        282          1
     R-8        L-5       1852       2411        488          2
     R-9        L-1        365       1194        477          5
    R-10        L-4       1104       2436        417          4
    R-11        L-1       2267       3619        447          4
    R-12        L-4       1358       1741        286          4
    R-13        L-2       2072       3259        209          4
    R-14        L-1       1635       2133        232          1
    R-15        L-2       1158       1729        295          2
    R-16        L-5       1731       2380        307          5
    R-17        L-3       2414       3806        467          3
    R-18        L-4       1685       3154        453          4
    R-19        L-3       1928       3127        429          5
    R-20        L-3        653       1841        334          1
    R-21        L-2       1140       1648        492          5
    R-22        L-3       1260       1950        463          5
    R-23        L-2        332       1626        231          1
    R-24        L-1       1309       2250        289          1
    R-25        L-3       1874       3266        279          2
    R-26        L-1       1321       2783        247          5
    R-27        L-2       1088       2292        482          1
    R-28        L-2        506       1382        208          5
    R-29        L-1       1142       1629        335          1
    R-30        L-5       1398       2556        214          3
    R-31        L-3       1696       2560        345          1
    R-32        L-1        847       2082        341          5
    R-33        L-1       1458       2246        201          5
    R-34        L-1        786       2136        374          2
    R-35        L-5       2199       3365        430          1
    R-36        L-3       1423       2494        429          2
    R-37        L-2       1674       2230        413          1
    R-38        L-4        595       2054        266          5
    R-39        L-1        249        799        266          3
    R-40        L-1       1392       1962        477          3
    R-41        L-5        637       2045        257          1
    R-42        L-1        672       1245        455          1
    R-43        L-2       1020       2238        233          4
    R-44        L-3       1299       2372        282          5
    R-45        L-3        673       1067        230          5
    R-46        L-2       2411       3301        475          1
    R-47        L-4       2258       2853        394          1
    R-48        L-2       1105       1871        395          5
    R-49        L-4        997       2320        344          2
    R-50        L-2        467       1711        436          3
    R-51        L-2       1175       1913        376          4
    R-52        L-2        359       1720        365          2
    R-53        L-5       1593       2804        339          4
    R-54        L-3       1673       2321        228          4
    R-55        L-1        392        898        462          1
    R-56        L-5       2428       3362        400          2
    R-57        L-4        287       1526        383          3
    R-58        L-4       1486       1832        216          4
    R-59        L-5       2099       2508        327          3
    R-60        L-1       1779       2853        204          1
    R-61        L-1       1555       2010        311          1
    R-62        L-1        619       1830        219          5
    R-63        L-3        707       2005        248          1
    R-64        L-5       2355       3754        404          4
    R-65        L-5       2322       3807        267          2
    R-66        L-1       2261       3018        216          4
    R-67        L-3       1933       3192        224          2
    R-68        L-3        671       1810        442          1
    R-69        L-5        339       1825        333          4
    R-70        L-4       2390       3438        342          5
    R-71        L-1       2434       3710        230          5
    R-72        L-5        617       1362        286          5
    R-73        L-2       1494       2035        471          3
    R-74        L-3        786       2244        374          3
    R-75        L-4       1962       2656        454          5
    R-76        L-1       2451       3479        305          2
    R-77        L-3       1900       2580        212          3
    R-78        L-5        683       1813        404          3
    R-79        L-1        294       1752        252          1
    R-80        L-5       1960       2812        450          2
    R-81        L-5        314        963        480          1
    R-82        L-4       2421       3738        482          3
    R-83        L-1       1388       2295        316          2
    R-84        L-5        312       1570        426          4
    R-85        L-3       2130       2772        464          4
    R-86        L-4       1940       2708        494          3
    R-87        L-4       1373       2170        342          1
    R-88        L-1       1597       2417        287          5
    R-89        L-5       1822       2822        305          1
    R-90        L-1        512        981        247          5
    R-91        L-4       2131       2692        380          1
    R-92        L-3       2176       3249        323          2
    R-93        L-2       1603       2178        300          2
    R-94        L-3       2414       3612        319          2
    R-95        L-1       1054       2283        495          3
    R-96        L-4        665       1808        360          4
    R-97        L-5       2211       3632        490          1
    R-98        L-2       1362       2634        346          2
    R-99        L-1        290       1043        256          4
   R-100        L-4        571       1054        274          4
   R-101        L-5        435       1869        362          4
   R-102        L-2        795       1340        327          2
   R-103        L-1       1568       2195        369          2
   R-104        L-4       1336       2622        234          2
   R-105        L-5        672       2171        488          2
   R-106        L-5       1651       2478        500          5
   R-107        L-4        493       1162        392          4
   R-108        L-5       1843       3240        289          2
   R-109        L-3       2460       3432        300          1
   R-110        L-2       1819       2460        245          4
   R-111        L-2       1608       2422        313          5
   R-112        L-4       1227       2445        469          5
   R-113        L-1        329        807        301          3
   R-114        L-1        953       1512        477          2
   R-115        L-5        666        985        230          2
   R-116        L-1       1479       2164        351          3
   R-117        L-3        378       1871        323          4
   R-118        L-5        801       1918        361          2
   R-119        L-3       1442       2012        422          2
   R-120        L-4        759       1852        388          5
   R-121        L-2       1204       2487        478          4
   R-122        L-3       2453       3719        396          4
   R-123        L-2        339        696        250          5
   R-124        L-2        457       1504        362          2
   R-125        L-5       2467       3742        234          1
   R-126        L-4        298       1485        327          4
   R-127        L-1       1381       2510        374          1
   R-128        L-3        530       1620        467          2
   R-129        L-5        307        714        355          5
   R-130        L-2       1347       2306        340          5
   R-131        L-1       1306       2079        250          3
   R-132        L-1       1133       2300        451          1
   R-133        L-1       1557       2869        404          4
   R-134        L-4        256        587        283          4
   R-135        L-5       1482       2413        236          2
   R-136        L-2        911       2117        382          5
   R-137        L-2       1592       2138        368          2
   R-138        L-2       2323       3510        360          1
   R-139        L-3        882       1749        431          5
