InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        431        850        246          2
     R-2        L-5       1462       2224        328          1
     R-3        L-5        848       2073        420          3
     R-4        L-3       2428       3883        427          1
     R-5        L-3        312       1650        386          4
     R-6        L-5       1935       2740        469          2
     R-7        L-2       1167       1533        318          3
     R-8        L-5        911       2224        269          3
     R-9        L-4       2304       2976        486          4
    R-10        L-3       2351       3461        386          4
    R-11        L-5        860       2208        404          2
    R-12        L-5       2207       3569        342          5
    R-13        L-3       1649       3025        432          5
    R-14        L-2       2483       3912        433          3
    R-15        L-3        880       2199        337          3
    R-16        L-5       2265       3282        487          5
    R-17        L-4       1865       2649        359          5
    R-18        L-1       1701       2638        238          2
    R-19        L-1        634       2040        230          3
    R-20        L-2       1128       2451        254          3
    R-21        L-4       1202       1632        307          1
    R-22        L-2        432       1554        385          2
    R-23        L-1        296        773        242          1
    R-24        L-3        367       1341        210          2
    R-25        L-1        843       2208        294          4
    R-26        L-1        376       1012        326          1
    R-27        L-3       1609       2451        257          4
    R-28        L-5        326       1601        357          5
    R-29        L-5        387       1544        335          2
    R-30        L-3       2136       2642        315          1
    R-31        L-5        299        989        429          5
    R-32        L-2       1809       2929        449          3
    R-33        L-1       1261       2454        334          5
    R-34        L-1        775       1522        229          2
    R-35        L-4        860       1343        287          2
    R-36        L-2       2281       3002        216          4
    R-37        L-5        501        993        328          2
    R-38        L-3       1673       2870        331          5
    R-39        L-4        219        568        277          4
    R-40        L-1        856       2160        256          2
    R-41        L-2        617        908        251          2
    R-42        L-5        630        991        311          4
    R-43        L-4       2059       3513        358          2
    R-44        L-5       1060       2353        422          1
    R-45        L-5        409       1898        414          2
    R-46        L-1        584       1778        445          5
    R-47        L-3        685       1665        387          3
    R-48        L-1        278        896        411          3
    R-49        L-1       1012       2144        208          4
    R-50        L-5       2190       3053        437          5
    R-51        L-1        502       1286        202          3
    R-52        L-4       1452       2139        239          2
    R-53        L-4        674       1548        492          4
    R-54        L-1        772       1957        376          3
    R-55        L-5        698       1124        262          3
    R-56        L-1       1801       2324        308          5
    R-57        L-3       2126       3367        222          3
    R-58        L-3       2072       3111        272          4
    R-59        L-4       2355       3657        444          3
    R-60        L-4       1816       2454        318          5
    R-61        L-1       1262       2179        480          5
    R-62        L-2        593       1558        236          5
    R-63        L-1        800       1349        413          1
    R-64        L-2        726       1876        351          3
    R-65        L-3       1997       3358        288          1
    R-66        L-1        839       2182        476          3
    R-67        L-3       2315       3695        327          2
    R-68        L-4        845       1761        436          3
    R-69        L-1        792       2133        438          5
    R-70        L-5       1769       2865        292          1
    R-71        L-3       2176       3345        340          4
    R-72        L-1       2135       3196        384          2
    R-73        L-4       2382       3502        296          1
    R-74        L-2       1481       2872        437          1
    R-75        L-5        270       1119        406          5
    R-76        L-4       1780       2295        310          5
    R-77        L-4       1017       1749        340          5
    R-78        L-4        764       2222        204          4
    R-79        L-4       1239       2056        462          2
    R-80        L-4        498        883        379          5
    R-81        L-4        468       1601        448          3
    R-82        L-1       2259       2750        435          5
    R-83        L-3       1623       2739        288          2
    R-84        L-4        421       1726        283          4
    R-85        L-3       1407       1707        279          5
    R-86        L-1       2114       3064        200          5
    R-87        L-2       1766       2707        488          3
    R-88        L-5       2240       3498        268          3
    R-89        L-3        514       1487        332          3
    R-90        L-1       1478       2940        401          5
    R-91        L-2       1062       2548        400          5
    R-92        L-2        565       1005        357          4
    R-93        L-3       2499       3887        318          1
    R-94        L-3        658       1691        257          2
    R-95        L-3       1504       2044        382          4
    R-96        L-4       1685       2989        285          3
    R-97        L-2       2088       3261        268          3
    R-98        L-2       1536       2020        281          4
    R-99        L-3        976       1746        391          2
   R-100        L-5        754       1623        319          4
