InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1        530       1513        448          1
     R-2        L-3        796       1777        500          3
     R-3        L-2        289       1629        339          4
     R-4        L-2       2404       3072        476          5
     R-5        L-4       2467       2982        335          3
     R-6        L-3        581       1805        385          4
     R-7        L-1        584       1480        300          1
     R-8        L-2       1022       2402        384          5
     R-9        L-2       2263       3217        214          5
    R-10        L-5       1960       3046        355          1
    R-11        L-1        567       1430        456          5
    R-12        L-4       1297       2057        359          4
    R-13        L-2       1112       2605        270          5
    R-14        L-1        251        893        296          3
    R-15        L-4       2484       3607        356          5
    R-16        L-4       1794       2401        348          1
    R-17        L-1        959       2189        416          4
    R-18        L-4       1204       2684        245          4
    R-19        L-4       1756       3053        239          4
    R-20        L-2       1442       2026        409          3
    R-21        L-1       2048       2849        449          1
    R-22        L-5       2403       3180        263          3
    R-23        L-4        968       2328        331          3
    R-24        L-4       2317       3487        330          5
    R-25        L-4       2188       3497        337          4
    R-26        L-3        782       2192        393          4
    R-27        L-5       1524       2244        387          4
    R-28        L-4       1288       2466        363          2
    R-29        L-5       1391       1883        486          4
    R-30        L-5        433        787        293          5
    R-31        L-4        659       1789        389          5
    R-32        L-3        455       1069        298          5
    R-33        L-4        260       1750        416          1
    R-34        L-3       2120       2643        318          3
    R-35        L-2        793       1768        324          1
    R-36        L-4        598        943        253          4
    R-37        L-2        482       1826        215          5
    R-38        L-4        542       1367        282          4
    R-39        L-4        283        939        270          4
    R-40        L-4       2000       2994        428          5
    R-41        L-3        460       1553        349          3
    R-42        L-3        338       1608        242          3
    R-43        L-4       1322       2646        442          3
    R-44        L-5        330       1084        243          2
    R-45        L-3       2393       2963        216          3
    R-46        L-4        330        984        226          3
    R-47        L-4        517       1030        280          5
    R-48        L-1        755       2204        437          2
    R-49        L-1        502       1946        379          2
    R-50        L-3       2352       3004        276          2
