InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3       1174       1785        478          5
     R-2        L-5       2141       2705        497          1
     R-3        L-2       2121       3581        332          2
     R-4        L-4       2126       3577        476          2
     R-5        L-4       1149       2497        277          1
     R-6        L-1        462       1953        281          3
     R-7        L-5        327       1632        337          4
     R-8        L-2       1948       3260        402          3
     R-9        L-4        599       1095        218          2
    R-10        L-4       1256       2295        423          5
    R-11        L-5       1780       2632        493          5
    R-12        L-3       1869       2605        499          1
    R-13        L-5       1345       2296        283          5
    R-14        L-3        626       2108        308          3
    R-15        L-4        709       1928        232          1
    R-16        L-2       1609       2683        234          1
    R-17        L-1       1403       2671        418          1
    R-18        L-5        384       1454        393          3
    R-19        L-3       2270       2663        320          1
    R-20        L-5        515       1998        255          1
    R-21        L-5       1008       2013        408          3
    R-22        L-3        839       1755        221          3
    R-23        L-4        766       1930        393          5
    R-24        L-5       1781       2372        486          5
    R-25        L-3       1311       2217        420          4
    R-26        L-5       1257       2343        466          3
    R-27        L-1        246       1302        412          4
    R-28        L-4        745       1655        230          3
    R-29        L-1       1644       2988        342          5
    R-30        L-3        448       1414        210          4
    R-31        L-3       1423       2149        363          2
    R-32        L-3       1480       2409        389          4
    R-33        L-2        629       2007        213          3
    R-34        L-2       2248       3112        313          3
    R-35        L-1        967       1587        422          5
    R-36        L-4       1518       2347        370          2
    R-37        L-5        527       1345        372          4
    R-38        L-1       1308       1870        315          5
    R-39        L-3        981       1717        361          3
    R-40        L-4        550       1191        376          3
    R-41        L-3       2323       3612        338          4
    R-42        L-1       1389       2641        414          4
    R-43        L-4        838       1149        302          5
    R-44        L-1       2289       3165        422          4
    R-45        L-3       2325       3785        347          2
    R-46        L-2        478       1069        346          1
    R-47        L-4        343       1211        462          5
    R-48        L-1        402       1593        206          2
    R-49        L-1       2261       3103        353          5
    R-50        L-5       2399       2919        411          1
    R-51        L-5       1598       2379        264          4
    R-52        L-2        451       1283        380          1
    R-53        L-2       2389       3000        261          3
    R-54        L-5        726       1927        203          4
    R-55        L-3        404       1250        338          5
    R-56        L-1       2359       3691        466          4
    R-57        L-2       1523       1835        200          1
    R-58        L-4        710       1075        225          1
    R-59        L-4        552       2043        463          3
    R-60        L-3        843       1350        361          4
    R-61        L-3       1795       2606        500          3
    R-62        L-1        982       2227        368          2
    R-63        L-1       2475       3454        201          5
    R-64        L-4        931       1916        221          5
    R-65        L-5       2417       2899        394          4
    R-66        L-3        417       1823        390          4
    R-67        L-2       1913       2384        435          2
    R-68        L-4       2394       2878        338          2
    R-69        L-3       1944       2267        266          3
    R-70        L-4       2489       3071        334          1
    R-71        L-3       2371       2985        392          5
    R-72        L-1       2378       3833        252          4
    R-73        L-1        787       1903        320          5
    R-74        L-4        576       1165        488          2
    R-75        L-1        296        918        374          1
    R-76        L-1       2173       3131        345          1
    R-77        L-1       2294       3252        470          5
    R-78        L-5        609       1154        483          3
    R-79        L-2        939       1673        239          2
    R-80        L-3       2060       2978        401          5
    R-81        L-1       1824       3059        379          4
    R-82        L-2       2249       3414        320          4
    R-83        L-4       2318       3084        447          2
    R-84        L-4        865       2133        249          5
    R-85        L-2       2014       3250        500          2
    R-86        L-5       1295       1896        301          5
    R-87        L-3       1489       2908        318          4
    R-88        L-1       1294       2234        311          3
    R-89        L-2       2163       2968        395          5
    R-90        L-4       1676       2657        322          2
    R-91        L-4       1913       2779        445          5
    R-92        L-1       2481       3680        214          4
    R-93        L-2        387       1296        439          1
    R-94        L-2       1090       1915        330          3
    R-95        L-3        763       1133        295          2
    R-96        L-4        384       1119        360          1
    R-97        L-3        551       1000        260          3
    R-98        L-5        347       1655        382          3
    R-99        L-3        228       1128        215          4
   R-100        L-2       1755       2362        448          5
   R-101        L-5       2206       2862        400          3
   R-102        L-4        688       1184        340          1
   R-103        L-1       1995       2978        470          5
   R-104        L-3       1732       3042        388          3
   R-105        L-5        638       2109        373          1
   R-106        L-1       2222       3403        460          3
   R-107        L-3        945       1587        276          4
   R-108        L-2        704       2105        255          3
   R-109        L-2       1920       2711        484          4
   R-110        L-1       2175       2895        359          1
   R-111        L-5        942       1981        483          4
   R-112        L-3       1671       2466        251          4
   R-113        L-4        419        774        269          5
   R-114        L-3       1311       2691        326          3
   R-115        L-3       1852       2422        429          4
   R-116        L-5        659       1489        277          1
   R-117        L-1        661       1946        488          2
   R-118        L-4        974       1890        490          2
   R-119        L-5        799       1598        403          5
   R-120        L-2        897       1571        491          3
