InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-5        377       1090        466          2
     R-2        L-3       1811       3271        377          5
     R-3        L-3        807       1360        333          4
     R-4        L-3       1540       2097        337          3
     R-5        L-2        293       1416        491          1
     R-6        L-4       1029       2397        258          4
     R-7        L-1        501       1599        250          1
     R-8        L-3       1933       3236        402          5
     R-9        L-2       2257       3370        281          5
    R-10        L-2        641       1746        306          2
    R-11        L-5        751       1417        452          4
    R-12        L-5        228       1642        432          1
    R-13        L-4       2330       3799        445          3
    R-14        L-1       1954       2806        477          2
    R-15        L-4        574       1741        213          4
    R-16        L-4        665       1261        334          3
    R-17        L-2       2040       3046        406          4
    R-18        L-1       1996       2981        354          1
    R-19        L-1       1056       2276        359          4
    R-20        L-4        472       1946        439          1
    R-21        L-1        917       1902        423          1
    R-22        L-3        717       1884        287          4
    R-23        L-1        659       1923        303          4
    R-24        L-5        827       1818        204          3
    R-25        L-5        361       1410        491          3
    R-26        L-5       1236       2084        307          3
    R-27        L-2        452       1239        212          1
    R-28        L-4       1007       2429        350          5
    R-29        L-3        756       2171        365          5
    R-30        L-5       1453       2507        470          5
    R-31        L-2       1958       2529        444          2
    R-32        L-5        360       1031        434          5
    R-33        L-4        613       1902        333          3
    R-34        L-4       1550       2322        389          3
    R-35        L-4        587       1978        470          5
    R-36        L-3        366        942        385          4
    R-37        L-1       1703       2888        434          3
    R-38        L-2       1273       1793        340          4
    R-39        L-4        330        956        287          5
    R-40        L-1        637       1286        463          5
    R-41        L-5       1985       2494        223          3
    R-42        L-3       1204       1749        477          2
    R-43        L-1        807       1726        327          5
    R-44        L-4       2019       2431        265          3
    R-45        L-3       2441       3308        407          1
    R-46        L-3       1187       1800        332          4
    R-47        L-4       2489       3938        313          3
    R-48        L-4        444       1811        498          1
    R-49        L-2        979       2221        232          4
    R-50        L-3       2332       3676        343          4
    R-51        L-1        403       1743        469          5
    R-52        L-2       1123       2621        358          1
    R-53        L-5       1837       2529        413          2
    R-54        L-5        839       1654        434          4
    R-55        L-4        552       1716        342          5
    R-56        L-1        463       1648        495          2
    R-57        L-4        543       1389        338          2
    R-58        L-4       2332       3273        403          4
    R-59        L-2        289        754        271          4
    R-60        L-5        277       1617        337          3
    R-61        L-1       1220       1947        358          5
    R-62        L-1       1446       1907        213          1
    R-63        L-1        560       1971        473          1
    R-64        L-3        583       1985        395          3
    R-65        L-1       1578       2225        343          5
    R-66        L-2        427       1392        222          1
