InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-2       2096       3034        391          2
     R-2        L-4        226       1628        373          5
     R-3        L-4        531        985        371          2
     R-4        L-2       2051       2788        416          2
     R-5        L-5        410        937        256          5
     R-6        L-3        459       1063        396          2
     R-7        L-3       1118       1712        415          2
     R-8        L-1       1824       2866        343          2
     R-9        L-4        221        743        410          4
    R-10        L-4        769       1465        212          1
    R-11        L-2        215       1662        262          2
    R-12        L-2       1552       1927        204          5
    R-13        L-5        271        900        456          4
    R-14        L-1       2401       3562        301          4
    R-15        L-2        987       2421        247          2
    R-16        L-5        368       1147        227          5
    R-17        L-1        811       1218        337          4
    R-18        L-1       1169       2485        282          3
    R-19        L-1       2338       3620        489          3
    R-20        L-4        650       1523        499          2
    R-21        L-1       1847       3324        301          4
    R-22        L-1       1546       2633        200          2
    R-23        L-3       1108       2087        427          1
    R-24        L-5       1458       2014        345          1
    R-25        L-4        304       1576        395          3
    R-26        L-1       1216       2460        489          4
    R-27        L-5       1145       2215        249          3
    R-28        L-3       2495       3168        389          2
    R-29        L-2       1260       1578        215          3
    R-30        L-1        872       1436        261          1
    R-31        L-4        449       1306        430          3
    R-32        L-2        260       1224        381          4
    R-33        L-5       1337       1784        270          3
    R-34        L-4        683       1776        233          2
    R-35        L-5       1768       2615        286          5
    R-36        L-1       2225       2806        378          3
    R-37        L-1       2366       2985        265          2
    R-38        L-2       1110       1731        206          4
    R-39        L-4       2070       3114        486          1
    R-40        L-5        908       1881        480          3
    R-41        L-5       2393       2685        234          5
    R-42        L-5       1984       2778        478          5
    R-43        L-5       2400       3808        233          3
    R-44        L-1        463       1058        314          1
    R-45        L-4       2213       2768        432          1
    R-46        L-4        319       1208        391          2
    R-47        L-4       1720       2852        493          2
    R-48        L-1        347       1845        243          4
    R-49        L-2       1865       2265        235          1
    R-50        L-1        942       1317        243          3
