InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-4       2052       3415        486          4
     R-2        L-2       2280       2974        500          5
     R-3        L-4       2148       2635        295          3
     R-4        L-1        780       2129        246          5
     R-5        L-5       1822       2575        431          1
     R-6        L-1       2364       2717        232          2
     R-7        L-3       1190       2355        215          4
     R-8        L-3       1000       1943        465          4
     R-9        L-3        218       1397        243          4
    R-10        L-3       2457       3219        242          2
    R-11        L-1       2300       2707        347          5
    R-12        L-3        642       1267        405          4
    R-13        L-2        473        682        208          2
    R-14        L-4        414       1622        440          4
    R-15        L-2        499       1632        489          3
    R-16        L-3       1579       2460        244          1
    R-17        L-2       1879       2414        260          1
    R-18        L-4        244       1426        230          2
    R-19        L-5       2490       3702        296          2
    R-20        L-1        736       1935        414          4
    R-21        L-3       1923       2231        308          5
    R-22        L-2       1445       2086        210          4
    R-23        L-2        610       1130        221          4
    R-24        L-3       1257       2710        204          3
    R-25        L-1       1781       2170        237          2
    R-26        L-3       1195       2633        207          3
    R-27        L-4       2056       3523        265          5
    R-28        L-2        755       1526        397          3
    R-29        L-2       1135       1850        327          5
    R-30        L-5       1005       2391        398          1
    R-31        L-1       1926       2362        224          1
    R-32        L-4       2298       3116        330          3
    R-33        L-5       1923       2974        451          2
    R-34        L-4        481       1212        264          5
    R-35        L-2        503       1280        343          1
    R-36        L-4        483       1662        337          2
    R-37        L-3        447       1030        223          3
    R-38        L-2       2374       3862        492          1
    R-39        L-3       1683       2875        270          5
    R-40        L-4        774       1027        217          3
    R-41        L-5       1477       1737        217          1
    R-42        L-3       2175       3046        234          2
    R-43        L-5        496       1661        238          3
    R-44        L-3        382       1347        266          1
    R-45        L-1       2138       3231        239          4
    R-46        L-5        259       1430        395          1
    R-47        L-1        495        921        241          3
    R-48        L-5       1904       3068        369          4
    R-49        L-5       2004       2611        436          5
    R-50        L-4        322        859        358          1
    R-51        L-5       1142       2417        257          4
    R-52        L-3       1247       2205        205          2
    R-53        L-3       1029       1841        465          4
    R-54        L-4       2241       3233        323          3
    R-55        L-2       1013       1843        420          4
    R-56        L-3       1099       2539        498          2
    R-57        L-3        757       2041        268          1
    R-58        L-1        462       1149        341          4
    R-59        L-4       2130       2908        340          4
    R-60        L-5       2329       3426        452          4
    R-61        L-3       1512       1814        238          5
    R-62        L-3        369       1437        343          5
    R-63        L-4        278       1376        269          2
    R-64        L-2        301       1123        336          1
    R-65        L-5        672       1323        428          3
    R-66        L-4        519       1228        301          3
    R-67        L-5        931       2103        205          1
    R-68        L-3        933       1805        315          5
    R-69        L-4       2331       3113        456          2
    R-70        L-2        557       1761        410          4
    R-71        L-4       2057       2370        300          5
    R-72        L-3       2258       3582        375          2
    R-73        L-2        605       1304        263          4
    R-74        L-3        559       2016        358          3
    R-75        L-1        264       1675        378          1
    R-76        L-3       2005       3243        375          4
    R-77        L-4        316        758        311          1
    R-78        L-2        908       2066        472          4
    R-79        L-4        808       2173        464          5
    R-80        L-5        552       1764        313          5
