InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-5       2445       3391        238          5
     R-2        L-3       1382       2671        244          4
     R-3        L-1       1901       2176        209          4
     R-4        L-4       1120       1673        378          3
     R-5        L-4       2421       3243        414          2
     R-6        L-5       1098       2355        422          5
     R-7        L-4       1004       2172        478          3
     R-8        L-4       1339       2251        462          4
     R-9        L-3       2312       3213        273          5
    R-10        L-3       2130       2736        403          2
    R-11        L-1       1281       2254        276          5
    R-12        L-4       1829       2962        283          4
    R-13        L-2       1352       2288        279          3
    R-14        L-4        262       1289        211          5
    R-15        L-3        756       1487        423          1
    R-16        L-1        397       1247        220          1
    R-17        L-5       2322       2629        229          1
    R-18        L-3        819       2027        289          2
    R-19        L-3        469       1077        214          4
    R-20        L-1        291        954        264          2
    R-21        L-2        337       1187        393          2
    R-22        L-2       2380       3386        324          1
    R-23        L-3        672       1423        493          2
    R-24        L-4       1898       2785        228          3
    R-25        L-1        868       2049        347          4
    R-26        L-4        415       1649        393          1
    R-27        L-2       1530       2209        399          2
    R-28        L-5       1610       2877        441          1
    R-29        L-1       1530       2803        301          4
    R-30        L-2       1109       2340        319          5
    R-31        L-1       1591       2236        285          4
    R-32        L-4        416       1839        480          3
    R-33        L-2        422       1294        254          3
    R-34        L-5       1096       1745        259          2
    R-35        L-3       1026       1792        254          3
    R-36        L-2        236       1269        276          2
    R-37        L-3       1972       2796        312          5
    R-38        L-4       1576       2741        363          3
    R-39        L-5       1058       1648        258          5
    R-40        L-1        498        978        331          2
    R-41        L-3       1036       1384        265          3
    R-42        L-1       1505       2325        234          3
    R-43        L-3       1927       2566        387          3
    R-44        L-2        707       1891        475          5
    R-45        L-4        916       1408        460          2
    R-46        L-2       1496       2697        308          2
    R-47        L-5       1840       3039        427          5
    R-48        L-4        445       1249        303          3
    R-49        L-5       1499       2565        459          5
    R-50        L-2       1088       2449        330          2
    R-51        L-2       1059       1889        324          4
    R-52        L-4       1447       1886        221          2
    R-53        L-4        243       1275        338          5
    R-54        L-1       1463       2207        235          1
    R-55        L-2        655       1372        353          4
    R-56        L-4       1497       2884        277          2
    R-57        L-1        661       1364        387          1
    R-58        L-4       2285       3024        406          1
    R-59        L-4        564       1838        461          2
    R-60        L-3       1493       2004        300          3
    R-61        L-3        267        841        488          3
    R-62        L-3        551       1919        204          5
    R-63        L-2       2385       3753        478          4
    R-64        L-2       1051       2159        371          2
    R-65        L-5       1521       2401        305          2
    R-66        L-2       1082       2069        201          3
    R-67        L-3       1258       1960        458          5
    R-68        L-4        294       1530        321          5
    R-69        L-2        937       1910        257          1
    R-70        L-5       1013       2020        494          3
    R-71        L-5        290       1483        359          5
    R-72        L-4       2416       2944        456          1
    R-73        L-2       1111       1767        363          1
    R-74        L-5       1650       2585        424          1
    R-75        L-3        361       1788        309          5
    R-76        L-5        804       1244        312          1
    R-77        L-1       1260       2126        359          1
    R-78        L-3       1604       2380        366          1
    R-79        L-2       1621       2942        323          2
    R-80        L-1        826       1556        395          3
    R-81        L-5       1309       2609        385          4
    R-82        L-3       1316       2316        337          1
    R-83        L-1       1592       2373        469          2
    R-84        L-2       1136       1639        449          3
    R-85        L-4       1167       1382        215          3
    R-86        L-5        311       1689        317          2
    R-87        L-3        940       2021        224          4
    R-88        L-3       1433       1921        219          3
    R-89        L-4       2196       3208        445          3
    R-90        L-4       2015       3498        370          1
    R-91        L-3        515       1057        481          5
    R-92        L-3       1364       2838        433          1
    R-93        L-2       1535       2498        225          4
    R-94        L-3       1199       2358        210          3
    R-95        L-2       1430       2557        453          5
    R-96        L-5       1215       2143        210          1
    R-97        L-2       1457       1781        233          2
    R-98        L-1       2104       2742        324          2
    R-99        L-1       1654       2453        310          3
   R-100        L-1        698       1739        415          5
   R-101        L-1        451       1826        365          1
   R-102        L-4       2414       3433        361          1
   R-103        L-2        665       1301        325          3
   R-104        L-4       2065       3277        265          5
   R-105        L-1       2314       2691        351          5
   R-106        L-5       1819       2839        285          3
   R-107        L-2        980       2210        476          5
   R-108        L-1       2436       3692        212          2
   R-109        L-5       1420       2754        230          1
   R-110        L-3       1121       2619        343          4
   R-111        L-5       1798       2343        388          3
   R-112        L-5        283       1367        217          4
   R-113        L-3       1543       1979        371          4
   R-114        L-1       1305       2179        394          4
   R-115        L-4       2426       3172        337          1
   R-116        L-3       2239       2908        372          5
   R-117        L-2       1616       2779        259          5
   R-118        L-1       1293       2305        349          3
   R-119        L-4       1900       2367        347          1
   R-120        L-1        494       1517        277          2
