InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1       1055       2327        205          2
     R-2        L-2       1178       1498        208          3
     R-3        L-4       1181       2132        259          3
     R-4        L-3       1349       2288        400          2
     R-5        L-2       1045       2067        381          3
     R-6        L-5       2294       3182        415          4
     R-7        L-4       1919       2530        450          5
     R-8        L-4       1674       2743        424          4
     R-9        L-2        469        958        451          2
    R-10        L-3       2387       2710        288          5
    R-11        L-1       2227       2708        277          4
    R-12        L-5        394       1590        237          3
    R-13        L-2       1844       2776        457          5
    R-14        L-2       2248       2789        381          3
    R-15        L-4       1474       2409        284          4
    R-16        L-3       1576       2153        426          4
    R-17        L-4        782       2049        259          4
    R-18        L-3        263        785        333          1
    R-19        L-3        369        920        430          2
    R-20        L-4       2247       3228        489          1
    R-21        L-1       2249       3451        231          5
    R-22        L-3       2093       3330        318          1
    R-23        L-4        236       1146        228          4
    R-24        L-3       1622       3116        228          5
    R-25        L-1       2025       3507        359          4
    R-26        L-5       1777       2696        207          4
    R-27        L-3       2322       2817        201          2
    R-28        L-3       2243       3382        462          2
    R-29        L-1       1489       2592        451          5
    R-30        L-1       1655       2666        315          2
    R-31        L-4       2270       3704        255          3
    R-32        L-3        727       1299        371          3
    R-33        L-4       2077       3189        480          5
    R-34        L-1        697       1107        401          2
    R-35        L-5       2092       2774        281          5
    R-36        L-4       2452       3571        364          2
    R-37        L-5       2481       3185        466          4
    R-38        L-5        840       2154        373          5
    R-39        L-3       1870       2641        214          2
    R-40        L-1       1318       2082        382          4
    R-41        L-3       1071       1458        250          2
    R-42        L-2        489       1246        427          3
    R-43        L-4        843       1825        228          2
    R-44        L-5       1919       2968        287          2
    R-45        L-4       2253       3521        288          4
    R-46        L-1       2115       3287        287          4
    R-47        L-1       1322       2254        426          4
    R-48        L-1       1561       2314        407          5
    R-49        L-1        215       1561        435          3
    R-50        L-4       2047       3020        437          4
