InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        819       1359        333          5
     R-2        L-4        893       1948        213          1
     R-3        L-4        622       1539        264          5
     R-4        L-2       2040       2877        410          3
     R-5        L-1       1574       2817        368          5
     R-6        L-2       2215       2788        407          5
     R-7        L-1       1193       1823        217          1
     R-8        L-3        979       1888        329          3
     R-9        L-3        869       1176        260          2
    R-10        L-1       1099       1835        493          1
    R-11        L-3       1431       2054        343          5
    R-12        L-5       2032       2870        278          4
    R-13        L-1        841       1956        284          2
    R-14        L-1       1955       2789        376          5
    R-15        L-4        412       1273        465          2
    R-16        L-3        905       1381        241          1
    R-17        L-5       1491       2832        405          1
    R-18        L-5        872       2064        260          3
    R-19        L-1        251       1663        237          1
    R-20        L-3       1563       2069        331          1
    R-21        L-5        311       1059        299          5
    R-22        L-5        249        577        280          2
    R-23        L-3       1478       2600        264          1
    R-24        L-2       1789       2485        250          2
    R-25        L-2       1127       1993        249          5
    R-26        L-4       1796       2236        271          4
    R-27        L-3        213        890        291          4
    R-28        L-3        589       1363        351          5
    R-29        L-1       1421       1896        273          3
    R-30        L-3        453       1615        398          4
    R-31        L-5       2094       2480        250          4
    R-32        L-1       1065       2353        205          5
    R-33        L-3       1595       2168        207          3
    R-34        L-2        609        894        201          2
    R-35        L-3       1863       3295        240          3
    R-36        L-5       2013       2520        225          4
    R-37        L-1       1827       2748        401          4
    R-38        L-4        575       1964        497          3
    R-39        L-4       1142       2043        302          3
    R-40        L-3       1757       2169        305          2
    R-41        L-1        573       1002        388          4
    R-42        L-3       1181       1948        477          1
    R-43        L-5        772       1874        386          2
    R-44        L-5        277       1480        317          4
    R-45        L-5       1212       2406        400          3
    R-46        L-4       2272       2793        351          3
    R-47        L-2       1643       2859        264          4
    R-48        L-5        730       1782        381          2
    R-49        L-1       2407       3219        263          5
    R-50        L-2        976       2165        389          5
    R-51        L-2       2279       3600        357          2
    R-52        L-5        727       1118        340          1
    R-53        L-2        899       1834        373          3
    R-54        L-3        548       1362        274          1
    R-55        L-4        742       1252        355          1
    R-56        L-4       2264       3460        222          4
    R-57        L-3       2282       2805        248          5
    R-58        L-4       2452       3216        414          4
    R-59        L-2       2323       3083        447          2
    R-60        L-2       1024       1613        348          4
    R-61        L-3       1842       2420        439          5
    R-62        L-3        669       1402        311          2
    R-63        L-4       2275       3514        347          1
    R-64        L-2       1691       2657        465          5
    R-65        L-1       1724       2381        349          3
    R-66        L-5       1747       2605        275          2
    R-67        L-5       2290       2888        233          5
    R-68        L-3       2337       2793        218          4
    R-69        L-5        567       1433        473          4
    R-70        L-2       2020       2516        408          2
    R-71        L-2        591       1655        454          2
    R-72        L-1       1327       1886        319          5
    R-73        L-3       2394       3706        428          2
    R-74        L-1       2419       3748        285          4
    R-75        L-3        562       1071        459          1
    R-76        L-3       1244       2165        383          5
    R-77        L-1       1847       2823        232          1
    R-78        L-1        929       1677        280          4
    R-79        L-5       1923       2145        221          2
    R-80        L-1       1794       3216        476          3
