InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3       2143       3563        337          2
     R-2        L-4       1763       2735        205          3
     R-3        L-1       2085       3544        316          5
     R-4        L-2        795       1972        425          3
     R-5        L-2       1061       2471        230          1
     R-6        L-1       2303       3503        372          1
     R-7        L-1        448       1365        460          4
     R-8        L-2       2017       3140        257          5
     R-9        L-1       1480       2132        485          5
    R-10        L-4        901       1531        459          5
    R-11        L-5       1915       3331        440          4
    R-12        L-2       2416       2800        215          3
    R-13        L-3       1659       2833        385          1
    R-14        L-3       1233       2239        320          3
    R-15        L-5       2294       3616        493          2
    R-16        L-1        315       1590        395          5
    R-17        L-1        305       1492        313          4
    R-18        L-2       1037       2415        252          2
    R-19        L-4        519        934        340          3
    R-20        L-5       2241       2723        376          4
    R-21        L-3       1708       2709        306          4
    R-22        L-2       2150       3087        446          4
    R-23        L-2       2448       3206        386          2
    R-24        L-2        227       1263        337          2
    R-25        L-2        235        772        456          5
    R-26        L-2        675       2090        384          1
    R-27        L-2       1520       2104        343          5
    R-28        L-3       2257       3704        444          3
    R-29        L-3       2022       3224        283          5
    R-30        L-5        388       1405        342          4
    R-31        L-3       1076       2487        345          1
    R-32        L-5        215        697        213          3
    R-33        L-2       1921       2685        270          4
    R-34        L-5       2132       3508        230          5
    R-35        L-4       1256       2331        220          5
    R-36        L-5        580       1394        407          5
    R-37        L-5       1623       2799        388          2
    R-38        L-1        270        612        279          1
    R-39        L-4       1901       2783        473          1
    R-40        L-3       1646       2581        296          5
    R-41        L-5       2214       2911        263          5
    R-42        L-1       1814       2562        497          4
    R-43        L-3       1657       2190        365          2
    R-44        L-2        570       1565        359          4
    R-45        L-2       1697       2047        290          4
    R-46        L-1       2017       2832        448          5
    R-47        L-3       1597       2518        433          1
    R-48        L-3       1118       2058        203          3
    R-49        L-2       1024       2051        421          5
    R-50        L-2        800       1936        456          5
