InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-2       1260       1988        348          2
     R-2        L-1       1122       1683        295          5
     R-3        L-4       1076       1487        350          2
     R-4        L-1        259        900        341          3
     R-5        L-3       2047       2755        423          3
     R-6        L-3       1158       2486        449          4
     R-7        L-5       1485       2453        260          3
     R-8        L-2       2036       3144        483          4
     R-9        L-3       2016       2851        474          2
    R-10        L-3        934       2130        467          3
    R-11        L-4       2081       2988        334          2
    R-12        L-5       2210       2932        481          2
    R-13        L-1        996       1651        387          4
    R-14        L-4       2099       2502        399          1
    R-15        L-4       1121       2412        272          3
    R-16        L-3        854       1779        411          2
    R-17        L-5       1735       2481        466          2
    R-18        L-5       2233       2628        308          5
    R-19        L-2        358       1440        383          3
    R-20        L-1        990       2411        284          2
    R-21        L-5        885       1998        235          5
    R-22        L-3       2425       3544        219          1
    R-23        L-3       2356       2816        201          1
    R-24        L-5       1871       2775        354          5
    R-25        L-1        517       1707        440          1
    R-26        L-4       1509       2197        371          5
    R-27        L-2       2382       3817        464          2
    R-28        L-5       1414       2400        216          2
    R-29        L-2        799       2002        332          3
    R-30        L-2       1940       2988        320          5
    R-31        L-3       1377       2213        419          4
    R-32        L-4        356       1532        362          1
    R-33        L-1        480       1931        223          3
    R-34        L-5        979       2393        430          4
    R-35        L-5       1563       2386        231          4
    R-36        L-1        761       1143        275          3
    R-37        L-3        840       1781        311          5
    R-38        L-3       1790       2206        348          2
    R-39        L-4        608       1997        384          5
    R-40        L-5       1978       2918        222          3
    R-41        L-2        729       1614        225          5
    R-42        L-2        714       1424        202          1
    R-43        L-3       2161       2695        390          3
    R-44        L-2       1075       1786        224          5
    R-45        L-4       2004       3477        299          5
    R-46        L-1        422       1821        480          1
    R-47        L-5        761       1993        473          4
    R-48        L-3       1426       2819        276          3
    R-49        L-1        555       1051        390          2
    R-50        L-3        263       1590        254          1
    R-51        L-5       1566       2311        417          3
    R-52        L-3        367        816        256          4
    R-53        L-3       1787       3026        441          2
    R-54        L-1        812       1858        430          5
    R-55        L-3        319       1321        472          3
    R-56        L-4       1127       2220        326          2
    R-57        L-2       2182       3126        409          4
    R-58        L-4       2398       3232        437          4
    R-59        L-1        981       2368        214          4
    R-60        L-1       2251       2798        291          1
    R-61        L-4        744       1266        357          5
    R-62        L-4       2335       3001        228          1
    R-63        L-3       2377       2881        211          5
    R-64        L-4        829       2081        227          3
    R-65        L-5       1124       1617        449          1
    R-66        L-5       1198       2645        361          1
    R-67        L-5       2040       2865        374          1
    R-68        L-5       2348       3248        418          1
    R-69        L-4        611       1302        388          3
    R-70        L-3        746       1586        376          5
    R-71        L-2        580       1184        331          2
    R-72        L-2        627       1974        228          5
    R-73        L-3       2295       3454        213          4
    R-74        L-4       2244       3261        492          1
    R-75        L-3       2020       3063        469          4
    R-76        L-4        710       1685        305          5
    R-77        L-3        518       1810        444          1
    R-78        L-4       2033       3272        399          5
    R-79        L-2        449       1201        240          1
    R-80        L-3        797       1933        472          5
    R-81        L-1       1050       2073        420          2
    R-82        L-1        564       1084        257          5
    R-83        L-2       1783       2732        308          1
    R-84        L-1        855       1249        294          2
    R-85        L-2       1991       3488        489          4
    R-86        L-2        530       2030        449          1
    R-87        L-5        421        905        378          5
    R-88        L-3        913       2032        246          4
    R-89        L-3       1418       2280        325          5
    R-90        L-3       2469       3461        413          2
    R-91        L-1        597       1169        243          1
    R-92        L-5       1242       1967        276          3
    R-93        L-4        610       1871        252          5
    R-94        L-5        627       2028        223          4
    R-95        L-4        760       1681        444          3
    R-96        L-4       1689       1956        263          1
    R-97        L-1        614       1867        337          4
    R-98        L-5        770       2264        200          2
    R-99        L-4       1198       1885        378          4
   R-100        L-3        278       1401        382          3
   R-101        L-2        990       1547        254          5
   R-102        L-5        893       1427        418          4
   R-103        L-5        704       1995        451          2
   R-104        L-4        831       1264        392          4
   R-105        L-3       1593       2831        419          1
   R-106        L-2       2474       3619        324          5
   R-107        L-4       2487       3656        225          1
   R-108        L-2       2397       3785        462          5
   R-109        L-2        377       1601        484          1
   R-110        L-4       1187       1700        422          3
   R-111        L-2       1939       2876        221          4
   R-112        L-2       1839       3020        281          4
   R-113        L-4       1810       2839        229          2
   R-114        L-4        983       2371        488          2
   R-115        L-4        359        611        218          5
   R-116        L-2       1810       3248        405          4
   R-117        L-5        552       2006        452          4
   R-118        L-1        533       1033        473          4
   R-119        L-1        925       1479        322          4
   R-120        L-4       2494       3751        304          1
   R-121        L-3       1897       2531        221          4
   R-122        L-2       2354       2932        276          1
   R-123        L-3        927       1484        489          2
   R-124        L-1       2149       3459        299          5
   R-125        L-1       1218       2409        234          1
   R-126        L-2        469       1946        398          2
   R-127        L-5        431       1426        214          2
   R-128        L-4       2046       2706        368          5
   R-129        L-5        918       1681        271          5
   R-130        L-5        517       1853        457          2
   R-131        L-3       1836       2750        411          3
   R-132        L-4       2048       2469        203          4
   R-133        L-1       1163       1997        294          4
   R-134        L-5       1091       1859        486          5
   R-135        L-4        202        829        497          3
   R-136        L-4       1187       1648        425          3
   R-137        L-3        611        953        270          4
   R-138        L-1        315        705        236          3
   R-139        L-4        547       2003        290          5
   R-140        L-1       2114       3339        494          4
   R-141        L-3       2295       3770        209          5
   R-142        L-4       1612       2684        240          1
   R-143        L-1       1057       1749        374          5
   R-144        L-5        832       1864        238          3
   R-145        L-2       2231       3431        346          4
   R-146        L-5        992       2427        252          4
   R-147        L-3       1436       1818        223          4
   R-148        L-1       1008       1465        441          4
   R-149        L-5       2331       3536        236          3
   R-150        L-5       1060       2555        262          3
   R-151        L-1        243       1561        354          2
   R-152        L-3       2358       2803        368          4
   R-153        L-4        203        892        416          1
   R-154        L-3       1714       2332        278          4
   R-155        L-4       1218       2625        353          2
   R-156        L-2        294       1186        249          1
   R-157        L-3       1208       2096        312          5
   R-158        L-1       1835       2887        465          1
   R-159        L-5        980       1447        332          2
   R-160        L-4        766       1872        253          4
   R-161        L-1       1406       2290        361          4
   R-162        L-1       1361       2566        316          4
   R-163        L-2       1205       1594        253          1
   R-164        L-1       1566       2222        311          3
   R-165        L-5       1833       2547        326          5
   R-166        L-3       1506       1930        263          4
   R-167        L-4       2113       3321        415          1
   R-168        L-5       1701       2614        490          2
   R-169        L-4       1271       2390        351          5
   R-170        L-1        478       1247        472          3
   R-171        L-4        253       1351        370          5
   R-172        L-2       1899       3155        464          1
   R-173        L-1       1074       2508        403          5
   R-174        L-4       1045       2118        263          4
   R-175        L-5       2329       3459        305          1
   R-176        L-1       1307       2634        429          3
   R-177        L-3        980       2344        345          2
   R-178        L-3       1734       2771        347          2
   R-179        L-2        379        917        361          2
   R-180        L-1       1260       2358        350          4
   R-181        L-4        564       2028        290          4
   R-182        L-1       1933       3162        379          1
   R-183        L-1       1264       2042        290          1
   R-184        L-2        266       1368        254          2
   R-185        L-3       1033       1848        432          1
   R-186        L-1       2418       3914        421          1
   R-187        L-4       1932       3056        498          1
   R-188        L-5       2028       2507        350          3
   R-189        L-4       1245       1779        304          5
   R-190        L-3        499       1013        439          4
   R-191        L-2        893       2297        387          5
   R-192        L-3       1263       2551        439          3
   R-193        L-5       1736       2674        278          1
   R-194        L-4        541       1418        450          5
   R-195        L-5       1399       2649        376          2
   R-196        L-1       1787       2942        490          4
   R-197        L-3       1866       2345        459          3
   R-198        L-1       1450       2558        239          5
   R-199        L-2        417       1265        356          1
   R-200        L-2       2467       2932        425          4
