InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-1        750       2108        491          3
     R-2        L-4        682       2055        453          4
     R-3        L-1       1059       2306        248          4
     R-4        L-3       1972       3085        201          2
     R-5        L-1        618       1042        362          1
     R-6        L-2       2417       3401        204          4
     R-7        L-4        318       1242        470          4
     R-8        L-2       2464       3490        319          2
     R-9        L-4       2082       2474        348          5
    R-10        L-1        609       1511        295          3
    R-11        L-2       2251       3706        416          3
    R-12        L-4       1363       2859        500          5
    R-13        L-2       1811       3011        217          4
    R-14        L-5       1897       2936        288          3
    R-15        L-1        554       2019        424          2
    R-16        L-4       2333       3492        401          1
    R-17        L-5       2122       2975        222          5
    R-18        L-5       1812       2444        287          2
    R-19        L-5        250       1657        302          2
    R-20        L-5       1856       3023        463          3
    R-21        L-5       2080       3539        337          1
    R-22        L-5       1771       2497        462          5
    R-23        L-4       1041       1573        418          3
    R-24        L-4       2470       3805        302          4
    R-25        L-1       1661       2781        412          5
    R-26        L-5       2412       3719        369          1
    R-27        L-5       1140       2557        290          2
    R-28        L-3        575       1873        482          1
    R-29        L-4        488        764        242          1
    R-30        L-1       1351       2228        327          5
    R-31        L-1        956       1926        376          2
    R-32        L-2        853       2263        330          3
    R-33        L-4       1406       2497        432          4
    R-34        L-4        667       1517        212          3
    R-35        L-1       1924       2749        296          3
    R-36        L-1       2289       3480        307          2
    R-37        L-1        273        975        403          2
    R-38        L-5       2025       3357        459          2
    R-39        L-5       2315       3202        430          1
    R-40        L-3       1817       3133        494          4
    R-41        L-2        440       1049        352          1
    R-42        L-3       1454       1846        236          3
    R-43        L-2        848       1777        413          1
    R-44        L-2       2496       3924        219          5
    R-45        L-1       2087       3416        287          4
    R-46        L-2       1020       1599        377          5
    R-47        L-1       1973       3280        299          4
    R-48        L-1       1412       2893        458          3
    R-49        L-2       1847       2228        344          2
    R-50        L-2       1542       2831        488          3
    R-51        L-1       1958       2812        309          4
    R-52        L-4       2443       3913        376          5
    R-53        L-1       1161       1476        233          2
    R-54        L-2        895       2282        285          3
    R-55        L-3       1560       2541        459          3
    R-56        L-2       1593       2447        258          5
    R-57        L-5       2202       3658        269          1
    R-58        L-1       1513       2565        220          4
    R-59        L-1        803       1765        264          5
    R-60        L-5       1748       3155        239          2
    R-61        L-3        534       1617        336          5
    R-62        L-3       2388       3583        258          1
    R-63        L-5        387        763        351          1
    R-64        L-1        575       1221        411          2
    R-65        L-2       1181       2112        500          1
    R-66        L-2       2046       2825        285          1
    R-67        L-5       1982       2977        393          3
    R-68        L-2       2153       2719        361          3
    R-69        L-3        362        596        213          5
    R-70        L-3       1511       2742        430          4
    R-71        L-5        457       1338        232          4
    R-72        L-5        656       1424        328          5
    R-73        L-2       2120       3032        382          5
    R-74        L-2       1051       1815        357          3
    R-75        L-4        533       1059        343          1
    R-76        L-3       1588       2703        316          1
    R-77        L-5       1540       2483        295          3
    R-78        L-5       1206       1783        371          5
    R-79        L-1        577       1352        325          2
    R-80        L-5       1845       2630        237          1
    R-81        L-3        507        738        211          3
    R-82        L-1       2220       2975        440          5
    R-83        L-2       1543       2824        239          2
    R-84        L-3        812       1738        272          1
    R-85        L-2       2306       2914        350          2
    R-86        L-5       2434       3297        216          5
    R-87        L-4       1041       1944        291          5
    R-88        L-3        846       1576        224          1
    R-89        L-5       2029       2961        420          4
    R-90        L-4       2403       2857        432          3
    R-91        L-1        902       2228        332          4
    R-92        L-5        277       1234        231          2
    R-93        L-3        712       1512        270          4
    R-94        L-2       1842       2312        288          4
    R-95        L-3        230       1602        290          5
    R-96        L-3       1995       2798        315          4
    R-97        L-3       2161       3320        315          5
    R-98        L-1       1327       1737        312          5
    R-99        L-2       1710       3038        281          3
   R-100        L-3       1423       2907        353          2
   R-101        L-5       2103       2598        243          5
   R-102        L-3       1745       2354        290          4
   R-103        L-1       1091       2318        491          4
   R-104        L-5       1812       2976        378          2
   R-105        L-1       2429       3722        220          3
   R-106        L-2        613       1120        336          5
   R-107        L-4        535       1455        427          4
   R-108        L-4       1827       2777        284          2
   R-109        L-4       2198       2750        308          5
   R-110        L-3       2387       3037        409          3
   R-111        L-2       1216       1617        393          5
   R-112        L-1       1997       2514        496          5
   R-113        L-2       1192       1948        333          3
   R-114        L-3        807       1694        477          3
   R-115        L-5       1227       1999        428          3
   R-116        L-2       2210       2874        415          5
   R-117        L-1       1769       2654        304          1
   R-118        L-1        683       1939        491          5
   R-119        L-5       1414       1836        269          3
   R-120        L-3       1474       2927        423          5
   R-121        L-4       1525       1978        200          4
   R-122        L-4       1634       3094        356          3
   R-123        L-4       2216       3246        257          2
   R-124        L-5       2481       3250        201          5
   R-125        L-4       1014       2508        436          3
   R-126        L-3        897       1731        430          5
   R-127        L-4        214       1485        399          3
   R-128        L-3        477       1436        452          1
   R-129        L-3       1867       2959        279          2
   R-130        L-3        500       1420        205          4
   R-131        L-4       2429       3095        355          3
   R-132        L-5       2184       3426        286          1
   R-133        L-5       1309       1971        461          4
   R-134        L-4        485       1003        381          1
   R-135        L-1        872       1662        459          4
   R-136        L-5       1329       2111        355          2
   R-137        L-1       1171       2092        370          1
   R-138        L-5       2343       3689        388          5
   R-139        L-5        403       1297        286          3
   R-140        L-5       1657       2778        318          4
   R-141        L-5        905       1883        447          3
   R-142        L-1       1110       1942        332          5
   R-143        L-2       1849       3095        362          3
   R-144        L-5        977       1553        237          4
   R-145        L-5        806       2080        334          2
   R-146        L-3        767       1939        270          3
   R-147        L-2       1841       2401        323          3
   R-148        L-4        479       1199        254          3
   R-149        L-1       2216       2849        251          1
   R-150        L-4        295        676        310          5
   R-151        L-1       2011       2948        375          5
   R-152        L-4        907       1609        248          2
   R-153        L-2       2227       3430        430          2
   R-154        L-5       1165       2457        345          5
   R-155        L-3       1795       3028        308          3
   R-156        L-1       2232       2925        256          1
   R-157        L-3        263       1448        202          4
   R-158        L-2       1376       2495        300          2
   R-159        L-2        324       1324        207          5
   R-160        L-3        433       1310        489          2
   R-161        L-1        525       1582        436          1
   R-162        L-2       2399       3705        231          1
   R-163        L-1       1320       2465        260          2
   R-164        L-3        313       1034        455          2
   R-165        L-3       2033       3107        399          3
   R-166        L-5       1195       1643        325          5
   R-167        L-5        917       2173        379          5
   R-168        L-5       2338       3292        231          4
   R-169        L-4       2404       3804        302          1
   R-170        L-2       1294       2046        237          1
   R-171        L-4        818       1464        230          1
   R-172        L-4        416       1712        246          5
   R-173        L-1       1716       2606        250          2
   R-174        L-2       2376       3499        216          4
   R-175        L-3       2027       3313        212          1
   R-176        L-3       1224       1765        366          1
   R-177        L-3       1773       2536        229          2
   R-178        L-3       1266       1899        394          1
   R-179        L-5       1940       3294        325          2
   R-180        L-4       1552       2968        373          5
   R-181        L-4       2170       2688        253          5
   R-182        L-5       2488       3703        497          5
   R-183        L-2        323        993        349          3
   R-184        L-1       1794       2924        466          4
   R-185        L-1       1614       3055        264          1
   R-186        L-4       1430       2545        473          3
   R-187        L-3       1505       2443        380          5
   R-188        L-1       2252       3533        204          2
   R-189        L-5       1498       2534        366          1
   R-190        L-4       2050       3375        343          3
   R-191        L-1       1758       3183        240          2
   R-192        L-5        399       1874        468          3
   R-193        L-3       1205       2462        493          3
   R-194        L-4       1716       2751        406          5
   R-195        L-1       1594       2409        472          2
   R-196        L-2       1224       2689        313          1
   R-197        L-1        956       1468        410          5
   R-198        L-3       1288       1960        254          1
   R-199        L-2       2356       2745        240          2
   R-200        L-5       2295       2760        421          3
   R-201        L-2       2193       2988        345          5
   R-202        L-4       2221       3412        320          3
   R-203        L-1       2430       3713        296          3
   R-204        L-5       1868       2187        303          4
   R-205        L-4       2306       2911        449          5
   R-206        L-4       2289       3383        496          1
   R-207        L-2       1641       2088        434          3
   R-208        L-3        222        943        476          5
   R-209        L-5       1492       2630        478          5
   R-210        L-5       1357       2668        469          5
   R-211        L-4       1872       2684        497          3
   R-212        L-5        736       2104        459          2
   R-213        L-1       2452       3252        283          4
   R-214        L-4        348       1597        388          3
   R-215        L-1        275        705        246          4
   R-216        L-3       1301       2294        437          4
   R-217        L-1       1578       2910        398          4
   R-218        L-2       1652       2776        274          1
   R-219        L-2        904       1990        333          5
   R-220        L-5       1376       2315        411          3
   R-221        L-3       1923       3150        340          4
   R-222        L-4       1082       2356        451          1
   R-223        L-2        463       1151        266          2
   R-224        L-2        307       1077        252          4
   R-225        L-1        605       1392        404          1
   R-226        L-2       1951       3302        226          5
   R-227        L-1       1928       2401        377          5
   R-228        L-3       1918       2721        260          2
   R-229        L-1       2164       2826        224          4
   R-230        L-5        707       1738        429          4
   R-231        L-4       1810       3310        259          1
   R-232        L-2        810       1619        397          5
   R-233        L-4       1255       2259        413          5
   R-234        L-1       1079       2446        372          1
   R-235        L-5       1620       2071        336          4
   R-236        L-5       1428       2147        251          3
   R-237        L-2       1307       2476        326          2
   R-238        L-5       1249       2383        299          5
   R-239        L-4        439       1215        472          3
   R-240        L-3       1346       2417        445          4
   R-241        L-5       1078       2286        455          4
   R-242        L-5       1189       1922        373          2
   R-243        L-1       2047       2826        473          5
   R-244        L-2       1535       2281        470          3
   R-245        L-1       2222       3342        445          2
   R-246        L-1        773       1564        331          5
   R-247        L-1        404       1068        488          2
   R-248        L-4       1016       2103        457          3
   R-249        L-5        217       1052        210          2
   R-250        L-3        546       1433        314          3
   R-251        L-1       2323       2764        394          3
   R-252        L-3       1621       2124        271          2
   R-253        L-1        368        903        377          1
   R-254        L-3       1428       2299        362          5
   R-255        L-1        403        851        385          2
   R-256        L-1       1835       2720        390          3
   R-257        L-3       1320       2579        204          1
   R-258        L-4       1643       2462        264          1
   R-259        L-5       2361       3661        443          4
   R-260        L-5       1433       2364        312          2
   R-261        L-2        420       1105        460          2
   R-262        L-5       1080       2064        422          1
   R-263        L-5       1225       2254        475          3
   R-264        L-1       2138       3227        264          3
   R-265        L-5        482       1331        478          5
   R-266        L-5       2278       2806        497          3
   R-267        L-1       2024       2610        267          5
   R-268        L-3        781       2082        310          3
   R-269        L-4       1397       1996        281          4
   R-270        L-2       1861       3351        260          3
   R-271        L-1       1409       2713        204          2
   R-272        L-1       1754       3205        487          4
   R-273        L-3        324       1609        421          3
   R-274        L-1       1872       3225        407          1
   R-275        L-1       2128       2348        219          1
   R-276        L-5        771       1971        471          3
   R-277        L-5       1659       2603        442          2
   R-278        L-3        632       2093        487          2
   R-279        L-4        676       1538        220          3
   R-280        L-4       1238       2729        228          4
   R-281        L-3       1741       2725        383          4
   R-282        L-1       1175       1935        465          3
   R-283        L-5        664       1478        462          4
   R-284        L-1       1596       3051        262          4
   R-285        L-4       1056       1809        396          2
   R-286        L-3        608       1622        327          2
   R-287        L-4       2089       3286        441          2
   R-288        L-5       1969       3210        425          1
   R-289        L-2       2199       2791        336          1
   R-290        L-1       1740       2375        412          1
   R-291        L-5        949       2155        434          3
   R-292        L-1        836       2188        278          3
   R-293        L-2        276       1525        437          5
   R-294        L-2       1800       3116        202          4
   R-295        L-2        850       1842        291          1
   R-296        L-2       2396       3864        485          2
   R-297        L-5       1738       2259        499          2
   R-298        L-5       1950       2352        320          2
   R-299        L-2       2264       2896        474          4
   R-300        L-1       2104       3525        260          4
   R-301        L-4        567       1149        486          1
   R-302        L-1       2323       2669        322          3
   R-303        L-2       2110       3303        342          5
   R-304        L-3        745       1956        487          5
   R-305        L-5       2037       3348        456          2
   R-306        L-4       1819       2629        399          3
   R-307        L-5       1674       2482        277          3
   R-308        L-3        917       1897        242          2
   R-309        L-3       1258       2104        330          4
   R-310        L-1       1343       2310        489          2
   R-311        L-2        733       1524        329          1
   R-312        L-4       2401       3814        301          2
   R-313        L-4        770       1724        483          2
   R-314        L-1        538       1090        239          1
   R-315        L-2       1860       3109        395          5
   R-316        L-2        729       1355        475          4
   R-317        L-4        771       1531        346          3
   R-318        L-2        930       1854        315          3
   R-319        L-1       2215       3286        474          5
   R-320        L-1       1424       2679        306          3
