InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-3        637       1611        469          3
     R-2        L-3       1392       2550        237          4
     R-3        L-3       1824       2467        401          2
     R-4        L-3       1492       2408        383          5
     R-5        L-3        813       2224        282          2
     R-6        L-5        243        729        235          3
     R-7        L-2        313       1116        242          4
     R-8        L-4       1853       3307        498          5
     R-9        L-5        586       2028        257          3
    R-10        L-5        942       2186        248          2
    R-11        L-4       1309       2186        431          3
    R-12        L-1       2249       2788        330          1
    R-13        L-1       1341       1926        343          2
    R-14        L-5       1887       3221        258          1
    R-15        L-5       1941       2730        445          4
    R-16        L-4       2064       3415        358          4
    R-17        L-4       1910       2683        248          4
    R-18        L-1       1167       2598        430          5
    R-19        L-5        786       1782        450          4
    R-20        L-1        278       1551        407          3
    R-21        L-3       1707       2687        441          3
    R-22        L-5       2371       2754        296          4
    R-23        L-1       1248       2290        248          1
    R-24        L-1        988       1398        359          5
    R-25        L-3       2275       3687        344          3
    R-26        L-2        666       1182        217          1
    R-27        L-3       1142       2495        328          2
    R-28        L-3       1218       2203        306          3
    R-29        L-5        329       1759        487          2
    R-30        L-4       2281       3332        301          4
    R-31        L-4       1202       2243        398          5
    R-32        L-4        329       1534        326          3
    R-33        L-2        567       1112        334          2
    R-34        L-3        423       1128        272          4
    R-35        L-4       2032       3411        264          1
    R-36        L-5        635       1720        331          4
    R-37        L-2       1915       3091        265          1
    R-38        L-1        800       1388        288          2
    R-39        L-1       1647       2852        485          5
    R-40        L-4       1865       2848        439          3
    R-41        L-5        514       1027        387          1
    R-42        L-1        480       1133        418          2
    R-43        L-1        479       1304        200          2
    R-44        L-4       1752       2037        276          4
    R-45        L-3       2228       2738        470          1
    R-46        L-5       1311       2215        327          5
    R-47        L-2        202       1702        480          1
    R-48        L-4       1667       2176        257          4
    R-49        L-3       2024       3082        350          1
    R-50        L-5       1233       2080        270          3
    R-51        L-1       1085       2459        468          1
    R-52        L-5       1995       3156        374          4
    R-53        L-1       1224       2046        414          4
    R-54        L-5       2149       3268        325          1
    R-55        L-3       1109       1828        320          1
    R-56        L-5       1210       2384        246          1
    R-57        L-4        314       1190        297          4
    R-58        L-2       1121       1507        234          3
    R-59        L-1       2087       3177        303          5
    R-60        L-3       1690       2578        442          3
    R-61        L-1       2239       3348        473          2
    R-62        L-4       2087       2918        268          3
    R-63        L-1       2386       2925        224          5
    R-64        L-3        324       1676        357          3
    R-65        L-1       1711       2269        289          2
    R-66        L-5       2277       2780        234          2
    R-67        L-5       1466       2846        406          3
    R-68        L-5        926       1809        379          3
    R-69        L-1       1573       2925        467          1
    R-70        L-2        364       1277        356          3
    R-71        L-5       1013       1549        302          2
    R-72        L-1       1788       3036        344          4
    R-73        L-5        662       1243        424          2
    R-74        L-5        442       1130        478          5
    R-75        L-1       1743       3133        299          2
    R-76        L-1       1689       2376        444          1
    R-77        L-2       2479       3212        497          1
    R-78        L-3        747       2153        442          4
    R-79        L-1       2294       3266        233          5
    R-80        L-4       1587       2264        339          4
    R-81        L-5        604       1066        381          4
    R-82        L-5       1502       1836        207          4
    R-83        L-1       1030       2460        324          3
    R-84        L-4       2295       3154        284          1
    R-85        L-3        930       2030        234          4
    R-86        L-4        975       2360        485          2
    R-87        L-3       2486       3826        477          2
    R-88        L-1       1415       2073        310          3
    R-89        L-2       1194       1778        462          2
    R-90        L-1       1075       1994        401          2
    R-91        L-3       1137       1744        205          1
    R-92        L-2       1329       2061        486          3
    R-93        L-3        752       1175        317          2
    R-94        L-4        211       1559        481          5
    R-95        L-2       1320       2693        449          1
    R-96        L-2       2226       3434        277          3
    R-97        L-1       1019       2104        458          4
    R-98        L-5       1862       3054        214          3
    R-99        L-5       1937       2895        363          3
   R-100        L-3       2401       2665        235          1
   R-101        L-4       1210       1878        282          3
   R-102        L-4       2019       3264        453          1
   R-103        L-1       1835       2569        492          3
   R-104        L-5        583       1467        460          4
   R-105        L-3       1925       3033        432          4
   R-106        L-3       2139       3267        335          3
   R-107        L-3        958       1426        209          1
   R-108        L-2       2223       2784        449          4
