InstanceName: vrplc9_5_10_s1
T: 3450
R: 20
Q: 15
C: 10

      L         X         Y
     L-D          0          0
     L-1       -299        253
     L-2        207       -161
     L-3       -345        184
     L-4       -368       -345
     L-5       -184        345

      R         L         A         B         S         Q
     R-1        L-2       2165       3091        341          1
     R-2        L-3        467       1902        330          3
     R-3        L-2       1725       2506        406          2
     R-4        L-1       2211       3620        236          5
     R-5        L-4       1941       2461        413          3
     R-6        L-2        249       1211        444          5
     R-7        L-2       1583       2972        316          1
     R-8        L-5       1805       2235        354          1
     R-9        L-3        897       1642        435          5
    R-10        L-4        408        726        288          2
    R-11        L-4       1618       2699        493          1
    R-12        L-3       1461       2842        424          1
    R-13        L-2       1678       2501        280          4
    R-14        L-5       1663       2252        464          2
    R-15        L-5        896       2203        306          1
    R-16        L-4       1570       2060        373          3
    R-17        L-5        668       1542        354          1
    R-18        L-3       1428       2810        433          5
    R-19        L-3        680       1202        499          2
    R-20        L-1       2156       3194        483          1
    R-21        L-3        435       1213        390          5
    R-22        L-4        597       1964        216          4
    R-23        L-3       2086       2657        201          1
    R-24        L-2        979       2075        316          3
    R-25        L-1       1771       2709        232          2
    R-26        L-2        456       1299        240          2
    R-27        L-2       2093       2746        444          5
    R-28        L-4       1709       2114        343          2
    R-29        L-2       1479       2909        473          4
    R-30        L-2       1445       2792        304          3
    R-31        L-4        437       1008        316          5
    R-32        L-3        524       1736        324          3
    R-33        L-4        378        853        264          1
    R-34        L-5       1733       2376        304          1
    R-35        L-5        967       1497        427          5
    R-36        L-2       2334       2864        427          3
    R-37        L-5       2413       2909        303          5
    R-38        L-3       2437       3612        427          5
    R-39        L-2       1053       1843        400          1
    R-40        L-2       1632       3022        323          3
    R-41        L-1       1756       2888        440          2
    R-42        L-1        501       1782        498          2
    R-43        L-4        392       1033        450          1
    R-44        L-3        749       2101        357          5
    R-45        L-5       2413       3496        395          1
    R-46        L-4       2247       3363        376          3
    R-47        L-5       2197       2946        296          5
    R-48        L-3       2477       3255        322          1
    R-49        L-4       1462       2150        351          4
    R-50        L-1       1291       2242        415          2
